ticket_id,description,category,priority
TCK-0357,Just wanted to confirm the thesis submission format guidelines.,Thesis,Low
TCK-0358,My thesis file was rejected by the portal for an unspecified reason and the resubmission deadline is in two days; I need urgent guidance. Roll No: S23BBSMATH3M4263,Thesis,High
TCK-0359,"My name on my degree does not match my CNIC due to a typo, and this mismatch is now blocking my HEC attestation submission which has a deadline this week. Roll No: F24BBSMATH6M2983",Name Correction,High
TCK-0360,"I paid my semester fee of Rs. 22,000 via JazzCash on 25 July 2026 and the amount has been deducted from my account, but the portal still shows the challan as 'Expired'/'Pending'. Kindly verify from the bank ledger urgently. Roll No: S25BMPHIL5M6183",Fee & Challan,High
TCK-0361,"Dear Administration / Scholarship Office, I hope you are doing well. My name is Muhammad Faraz, and my Registration Number is F22BECON1M03002. I have completed my BS program from the Department of Economics and am currently processing my final university clearance. I am writing to bring to your attention that I was awarded two scholarships, as shown in the attached screenshot (1001640642.jpg): Financial Crisis Scholarship Fall 2023 (Amount: 27,784) — Received Financial Crisis Scholarship Spring 2024 (Amount: 6,946) — Pending / Not Received Since I am completing my clearance process right now, could you please check the status of this pending amount (Rs. 6,946) and guide me on how it will be disbursed or adjusted? Thank you for your assistance. Best regards, Muhammad Faraz Roll No: F22BECON1M03002 Department of Economics",Scholarship,Medium
TCK-0362,Please guide me on the procedure to apply for a semester leave of absence due to personal reasons. Roll No: S25BBSEEN6M2336,Other,Medium
TCK-0363,Just want to know what documents are needed to support a name correction request.,Name Correction,Low
TCK-0364,Is there a minimum number of credit hours required for scholarship eligibility?,Course Registration,Low
TCK-0365,Can a water cooler be installed near the Department of Agronomy building?,Infrastructure / Maintenance,Low
TCK-0366,I am doing my MPhil and due to a domestic issue I want to freeze my current semester registration. Kindly guide me on the process.,Course Registration,Medium
TCK-0367,Kindly guide me how to change my selected campus from Baghdad-ul-Jadeed Campus to another campus on my admission form.,Admission,Medium
TCK-0368,My thesis file was rejected by the portal for an unspecified reason and the resubmission deadline is in two days; I need urgent guidance. Roll No: S25BBPESS6M7951,Thesis,High
TCK-0369,Kindly guide me how to change my selected campus from Khanpur Campus to another campus on my admission form.,Admission,Medium
TCK-0370,"The payroll system for the entire faculty has failed this cycle and salaries have not been disbursed to anyone, with rent and utility deadlines due today for many staff.",Employee Services,Critical
TCK-0371,"The entire MyIUB portal has been completely down for all students and staff since last night, and today is the deadline for semester registration with no announced extension.",Portal Technical Issue,Critical
TCK-0372,I am lodging a serious complaint that confidential information from my student file was reportedly discussed with an unauthorized third party. This requires immediate investigation.,Complaint,High
TCK-0373,English proficiency letter,Other,Low
TCK-0374,Kindly confirm the referencing style required for the thesis document.,Thesis,Low
TCK-0375,Hello Sir My result for the 10 th Semester is not available on the portal. Kindly update it. My result for the Repeat course of 8th semester Criminal Law 2 and Law of Evidence 2 is also not updated.Kindly review. Thanks,Result,Medium
TCK-0376,I accidentally uploaded someone else's documents to my profile by mistake; please remove them so I can upload my own. Roll No: S24BBSCS2M3471,Profile Update,Medium
TCK-0377,Just want to confirm if my login ID is my roll number or email.,Account & Login,Low
TCK-0378,"I need an urgent official letter confirming my enrollment for a visa interview tomorrow morning, and the department responsible has not responded despite my request three days ago. Roll No: S24BPHD1M9693",Other,Critical
TCK-0379,I would like to confirm my pension contribution status as a retiring faculty member this year.,Employee Services,Medium
TCK-0380,"My transcript request has been pending for more than 20 days despite the fee being paid, and I need it for a scholarship submission this week. Name: Farhan Sadiq, Roll No: F21BLLB4M2291",Transcript,High
TCK-0381,I wish to complain about the lack of clear communication regarding changes to the examination schedule this semester.,Complaint,Medium
TCK-0382,"My login access to the faculty portal was suddenly revoked, blocking me from uploading marks before the result declaration deadline tomorrow.",Account & Login,High
TCK-0383,Small complaint: the library reading room could use better lighting.,Complaint,Low
TCK-0384,"My leave of absence request for a medical emergency has not been approved yet, and my semester fee deadline, which depends on this approval, is this week. Roll No: S23BBSMATH6M6928",Other,High
TCK-0385,"My repeat subject fee challan has not been generated even though the subject is showing on my result as failed, and course registration closes in two days. Roll No: S25BBSIT4M8242",Course Registration,High
TCK-0386,Just curious about the minimum CGPA required to remain eligible for scholarship.,Scholarship,Low
TCK-0387,How can I change my name spelling on the student ID card?,Name Correction,Low
TCK-0388,I need a bonafide student certificate for a bank loan application. Kindly issue at your earliest convenience. Roll No: S24BLLB3M3695,Certificate / Verification,Medium
TCK-0389,Kindly guide me how to change my selected campus from Rahim Yar Khan Campus to another campus on my admission form.,Admission,Medium
TCK-0390,Kindly change my registered email address on my account as I no longer have access to the old one. Roll No: F25BBDATS4M4475,Account & Login,Medium
TCK-0391,"None of the students in our batch can log in to the portal since last night, and today is the final date for exam form submission with no extension announced. BS Data Science",Account & Login,Critical
TCK-0392,"My experience certificate, required for a visa interview scheduled this week, has still not been issued despite requesting it nearly two months ago.",Employee Services,High
TCK-0393,Just checking if summer semester registration is open to all students.,Course Registration,Low
TCK-0394,My transcript not showing???,Transcript,Medium
TCK-0395,"The result portal has been completely down for our entire batch of BS Software Engineering since yesterday, and we have a scholarship application deadline tomorrow that requires the latest transcript. Please fix this urgently, Khanpur Campus.",Result,Critical
TCK-0396,"My thesis defense date has been scheduled, but I cannot download my approved proposal from the portal, which the committee has requested I bring. Roll No: S23BBSCS2M7248",Thesis,High
TCK-0397,"This is a critical complaint that my scholarship funds, urgently needed to pay today's fee deadline to avoid being dropped from the semester, have been withheld without any explanation despite my approval being on record. Roll No: S22BBELEN4M6585",Complaint,Critical
TCK-0398,How can I generate a new fee challan for this semester?,Fee & Challan,Low
TCK-0399,I would like to know if my scholarship covers hostel fee as well or only tuition fee. Roll No: F23BMBA3M4335,Scholarship,Medium
TCK-0400,"My migration application from another university is stuck pending verification, and the admission deadline for this semester closes in two days.",Admission,High
TCK-0401,Kindly tell me how long a name correction usually takes to process.,Name Correction,Low
TCK-0402,I am writing to formally complain about the significant delay of two weeks in processing my clearance request despite multiple follow-ups and no clear explanation from any department. Roll No: F25BBSCS5M9313,Complaint,High
TCK-0403,Kindly correct my father's name on my transcript as it currently has a typo. Roll No: S25BMBA6M2876,Name Correction,Medium
TCK-0404,"I was awarded the Ehsaas Scholarship but the final installment of Rs. 12,000 has not been disbursed for a few days, and I now have an overdue semester fee deadline approaching without it. Roll No: F25BBAGRI6M5088",Scholarship,High
TCK-0405,"My salary has not been credited for nearly two months despite my department confirming approval, and I urgently need this to cover overdue household expenses. Kindly expedite.",Employee Services,High
TCK-0406,"Despite three attempts, the portal will not save my updated CNIC on my profile, and HEC needs this exact record to complete my degree attestation this week. Roll No: S22BBECON5M8633",Profile Update,High
TCK-0407,Minor issue: the dashboard icons overlap slightly on my screen.,Portal Technical Issue,Low
TCK-0408,Kindly confirm whether my thesis proposal has been forwarded to the board for approval. Roll No: F25BBECON4M3385,Thesis,Medium
TCK-0409,I am unable to log in even with the correct credentials; it shows 'Invalid Username or Password' repeatedly. Roll No: F24BBECON3M5526,Account & Login,Medium
TCK-0410,Sir meri degree ka challan paid hai lekin status abi tak update nahi hua. Roll no S24BBSIT5M1009. Kindly check karain.,Degree,Medium
TCK-0411,Just checking if calculators are allowed in the statistics final exam.,Examination,Low
TCK-0412,"This is a critical complaint that my scholarship funds, urgently needed to pay today's fee deadline to avoid being dropped from the semester, have been withheld without any explanation despite my approval being on record. Roll No: F25BBPESS6M6314",Complaint,Critical
TCK-0413,"The entire clearance module of the portal has been throwing a server error for two days, and I cannot proceed with a time-sensitive task because of it. Roll No: F23BPHD2M5352",Portal Technical Issue,High
TCK-0414,"Respected Sir/Madam, I respectfully request a review of my examination papers. I am fully confident that my exams went well, and I strongly believe that my papers may not have been checked properly. I have noticed that my marks are lower than expected in almost every subject. Furthermore, there appears to be a discrepancy between my award list and my final result. For example, my award list shows 11.1 quality points, whereas my final result shows only 8.7 quality points. Similar discrepancies appear in other subjects as well. I am especially concerned about my ICT subject, in which I have been awarded a compartment (F grade). I am 110% confident that I attempted the paper properly and answered the questions to the best of my knowledge. I strongly believe that I should not have received a compartment in this subject. Therefore, I kindly request that my ICT paper be re-evaluated by a different teacher, and that the marks in my other subjects also be reviewed and corrected if any errors are found. I would be very grateful for your kind consideration and assistance. Thank you. This version is suitable for submitting to your university's examination department or Head of Department.",Examination,Medium
TCK-0415,How can I request a bonafide/enrollment certificate from the university?,Certificate / Verification,Low
TCK-0416,"I keep getting logged out mid-way while filling a long form on the portal, losing all my entered data. Roll No: S22BBMEDS4M5871",Portal Technical Issue,Medium
TCK-0417,please update the result we're waiting for the results now the declaration date has also passed.,Result,Medium
TCK-0418,"Today is the absolute last date for admission fee submission for MBA, and the online payment gateway has been down since this morning for every applicant on my merit list. Please fix this immediately or my seat will be lost.",Admission,Critical
TCK-0419,Degree ka status kaise check kr saktay hain portal per?,Degree,Low
TCK-0420,Please confirm the venue for my upcoming examination as it is not mentioned on my admit card. Roll No: S25BPHD4M3434,Examination,Medium
TCK-0421,Just a minor suggestion: the campus cafeteria menu could use more variety.,Complaint,Low
TCK-0422,Kindly tell me the deadline to add or drop a course this semester.,Course Registration,Low
TCK-0423,Aoa sir please reverse my clearance form because meri supply rehti hai wo ghalti sy hogai ha please uski reverse kr dein supply deny k bd dubra apply kronga,Clearance,Medium
TCK-0424,Kindly tell me when degree distribution ceremony will be held.,Degree,Low
TCK-0425,"My thesis section shows an error 'Missing Comprehensive Exam Date'; kindly contact the exam coordinator to update this on my behalf, or guide me on the process. Roll No: S24BBELEN5M3950",Thesis,Medium
TCK-0426,"Request for repair of a leaking tap in the Department of Physical Education & Sports Sciences washroom, Rahim Yar Khan Campus.",Infrastructure / Maintenance,Medium
TCK-0427,"My uploaded thesis file keeps getting corrupted after upload and cannot be opened by the reviewing faculty, delaying my submission close to the deadline. Roll No: F20BBAGRI3M5632",Portal Technical Issue,High
TCK-0428,"HEC verification of my scholarship documents is still pending after more than 20 days, delaying my entire disbursement while my semester fee due date is approaching fast. Roll No: S24BMBA4M1158",Scholarship,High
TCK-0429,"The result declaration module has crashed for the whole university just minutes before the scheduled declaration time, and thousands of students including myself are waiting anxiously. Please resolve urgently.",Portal Technical Issue,Critical
TCK-0430,It is late the result .please result on permanent time.,Result,Medium
TCK-0431,Just a suggestion: the portal font size could be a bit bigger for readability.,Portal Technical Issue,Low
TCK-0432,"Please give me my transcript with marks, thank you.",Transcript,Low
TCK-0433,Kindly share the contact details of the alumni relations office; I would like to register as an alumnus. Roll No: S23BPHD4M8957,Other,Medium
TCK-0434,Is there a sports scholarship available for MBA students?,Scholarship,Low
TCK-0435,"Subject: Name Correction Request My complete name according to my CNIC is **Muhammad Rafay Bin Asif**, but it is currently showing as **Muhammad Rafay Bin**. I had already contacted my department office last semester, and the name was corrected at that time. However, it appears that the correction has not been updated in all records. Kindly update and correct my name to **Muhammad Rafay Bin Asif** in all relevant systems. Roll No: F25BDOCS1M01349 Class: BSCS 2nd 4M Thank you.",Name Correction,Medium
TCK-0436,"The portal has repeatedly logged me into another student's account by mistake, exposing their private data and blocking my own access. Kindly fix urgently.",Portal Technical Issue,High
TCK-0437,Hi Respected sir i want to change modify my picture from My Transcript kindly i am sharing this picture kindly update on profile record Thanks,Profile Update,Low
TCK-0438,"Respected Sir, I have an embassy visa interview in two days and they have specifically asked for my original degree as mandatory proof, without which my visa application will be rejected. Please issue my degree on the most urgent basis. Roll No: F20BBSCS6M1964, Name: Faizan Haider",Degree,Critical
TCK-0439,On my student email in my name there is a mistake. It is written GhulamGhulam Haider which is incorrect. My correct name is Ghulam Haider. Due to this problem I am facing problem in many things because my Student name is not similar to my national id card name. Please correct it as soon as possible. Regards,Name Correction,Medium
TCK-0440,"My Directorate of Academics clearance has been pending for more than 20 days even though my IT and library clearances were completed long ago, and I need my final transcript for a job application. Roll No: S22BLLB6M4185",Clearance,High
TCK-0441,When does course registration open for the next semester?,Course Registration,Low
TCK-0442,How many credit hours can I register for in a normal semester?,Course Registration,Low
TCK-0443,"My whole class 1st semester finals Result is delaying for too long now. Result was expected to be on portal at 29 June. It was the last date but it's already 6 July but there isn't any result yet to be seen. BS IT 1st semester, Rahim yar khan campus",Result,High
TCK-0444,I need guidance on transferring my credits from another university to BS Physical Education & Sports Sciences. Roll No: S24BBSMATH6M6802,Other,Medium
TCK-0445,Kindly confirm the seating plan location for tomorrow's exams.,Examination,Low
TCK-0446,Kindly issue my examination admit card as it is not showing on the portal yet. Roll No: S22BBSMATH4M8736,Examination,Medium
TCK-0447,"When will the next semester result be announced, just asking.",Result,Low
TCK-0448,I want to join,Other,Low
TCK-0449,"The portal shows 'Invalid Token Request' error whenever I try to access my dashboard, while other students are able to access theirs normally. Roll No: F21BBSEEN2M6039",Portal Technical Issue,High
TCK-0450,"It is respectfully submitted that the telephone line of the Department of English, Baghdad-ul-Jadeed Campus (Phone No. 065-3488628) is not functioning, and this is adversely affecting the ongoing admission campaign as applicants cannot reach us. Kindly repair urgently.",Infrastructure / Maintenance,High
TCK-0451,profile update submission is not working. profile update history is not showing any thing.,Portal Technical Issue,Medium
TCK-0452,Please update my current postal address on my profile as it still shows my old hostel address. Roll No: F22BMBA2M2052,Profile Update,Medium
TCK-0453,"I keep getting logged out mid-way while filling a long form on the portal, losing all my entered data. Roll No: F21BBSIT2M4457",Portal Technical Issue,Medium
TCK-0454,Show nhi ho Raha h,Result,Low
TCK-0455,There is a clear discrepancy between my award list and my final result on the portal — several subjects show lower marks than what I actually secured. Kindly review urgently. Roll No: S22BBDATS3M8579,Result,High
TCK-0456,السلام علیکم ورحمتہ اللہ! میرا turnitin account بلاک کیا گیا ہے کیوں کہ میرا وہ اکاؤنٹ کمپیوٹر ڈیپارٹمنٹ سے ایک اور دوست استعمال کر رہے تھے۔ میرے علم میں نہیں تھا کہ پاسورڈ کسی اور کو نہیں دینا۔ اب میں نے کمپلین درج کروائی ہے تو اس کا اک گول مول سا جواب مجھے دے دیا گیا ہے مگر اکاؤنٹ ابھی تک بلاک ہے۔ میں اپنے طلباء کا کوئی بھی کام کرنے سے قاصر ہوں۔ مان لیا کہ یہ غلط تھا تو آپ نے بند کر دیا اب میں کمپلین کی ہے تو اسے اک وارننگ کے ساتھ کھول دیا جانا چاہیے تھا نا۔ یا مجھے بتا دیا جائے کہ آپ کا اکاؤنٹ اب نہیں کھل سکتا۔ یا پھر اس کا کوئی پروسس بتایا جانا چاہیے۔ ایسا تو نہیں کہ بس پھر خاموشی یہاں جو کام ہونے ہیں وہ پھر وقت پر کیسے مکمل ہو سکیں گے۔ اس لیے مہربانی فرمائیں اور میرے اکاؤنٹ کو کھولیں یا پھر مجھے مکمل طریقہ کار سے آگاہ کریں کہ کیسے ہوگا۔,Account & Login,High
TCK-0457,Please update my current postal address on my profile as it still shows my old hostel address. Roll No: F24BBAGRI3M6502,Profile Update,Medium
TCK-0458,"Despite three attempts, the portal will not save my updated CNIC on my profile, and HEC needs this exact record to complete my degree attestation this week. Roll No: S24BMBA6M9947",Profile Update,High
TCK-0459,*As-Salaam-Alaikum* By mistakenly I apply for clearance for ADP I’ll apply after my 4th semester result need to Reset My clearance Portion Thanks,Clearance,Medium
TCK-0460,"Subject: Request for Correction of Result Respected Sir/Madam, I hope you are doing well. I would like to request the correction of my semester result. According to the university rules, the marks of non-credit subjects are not included in the total marks. However, on my result portal, the marks of Fehm-e-Quran, which is a non-credit subject, have been included in the total. As a result, my total marks are showing 440, whereas the correct total should be 240. It also appears that there is an issue related to the Biostatistics result, which I kindly request you to review as well. I respectfully request you to verify my result and correct the total marks according to the university regulations. I would be grateful if this issue could be resolved at your earliest convenience. Thank you for your time and consideration. Yours sincerely, Usama Naeem",Result,High
TCK-0461,"It has been two weeks since I completed my graduation, yet I have not received my degree despite paying all dues. This is causing significant difficulty for my employment process. Roll No: S24BBSMATH5M7932",Degree,High
TCK-0462,Kindly change my registered email address on my account as I no longer have access to the old one. Roll No: F23BBPESS6M7046,Account & Login,Medium
TCK-0463,"ssalam-o-Alaikum, Registration No: F25BDOCS7M08021 I have an F grade in [COSC-3115_Design & Analysis of Algorithms], which is visible in my result. However, the subject is not appearing in the Course Repeat section of my student portal. Due to this, I am unable to register for Summer Semester 2026. Kindly check my portal and enable the subject for repeat registration as soon as possible. Thank you.",Course Registration,High
TCK-0464,Just want to know if I can register for an elective from another department.,Course Registration,Low
TCK-0465,"My admission has been put on hold because my HEC equivalence certificate has not been verified yet, and classes for BS Information Technology start this week. Kindly expedite verification urgently.",Admission,High
TCK-0466,"Dear Support Team, I have already submitted my thesis but I am unable to know the current status of my thesis submission on the My IUB portal because the following issues are showing: ""Registration Number is missing."" ""Comprehensive Exam Date is missing."" Kindly update my Registration Number and Comprehensive Exam Date in the system so that I can check the current status. Student Name: Zeeshan Ul Haq Roll No: F24BELEN3E01004 Program: MSc Electrical Power Engineering Thank you.",Thesis,High
TCK-0467,"The portal loads a bit slowly on mobile, just wanted to report it.",Portal Technical Issue,Low
TCK-0468,"The elevator serving the examination hall on the upper floor has broken down, creating serious difficulty for students with mobility issues ahead of tomorrow's exam. Baghdad-ul-Jadeed Campus",Infrastructure / Maintenance,High
TCK-0469,asslam o Alaikum I hope you are doing well sir Meri degree ab complete huai ha pr mujh sa by mistake Clearance ka 4th semester ma apply hu gaya tha kindly Mera clearance form update kr da ta ka ma clearance ka Liya kr sako aur degree lay sako I'd card no. 3110371944313 Roll no. F22BAGRI1M01053 JazakAllah,Clearance,High
TCK-0470,i paid my repeated subjevt fee challan by jazzcash Qr fode scan to pay but still system show pending,Fee & Challan,High
TCK-0471,"My exam re-evaluation result has still not been updated for over a month, and my final semester GPA calculation, needed for a scholarship application this week, depends on it. Roll No: F25BBSMATH1M8213",Examination,High
TCK-0472,I mistakenly applied for clearance under the wrong semester and now my degree processing is stuck because the system will not let me correct it myself. Roll No: F20BBSEEN2M8784,Clearance,High
TCK-0473,Kindly tell me the process to request an official transcript copy.,Transcript,Low
TCK-0474,My scholarship was suddenly cancelled without notice and I have no funds to pay today's fee deadline; if I don't pay today I will be dropped from the semester entirely. Roll No: F23BBPESS2M2771,Scholarship,Critical
