ticket_id,description,category,priority
PR-1490,"My registration hold has still not been cleared despite clearing all dues weeks ago, and in two days is the absolute last day to register, after which I will lose the entire semester. Awaiting your response.",Course Registration,Critical
PR-0483,"Respected Sir/Madam, the payroll system for the entire faculty has failed this cycle and salaries have not been disbursed to anyone, with rent and utility deadlines due within 24 hours for many staff members.",Employee Services,Critical
PR-1219,"The payroll system for the entire faculty has failed this cycle and salaries have not been disbursed to anyone, with rent and utility deadlines due by tomorrow morning for many staff members.",Employee Services,Critical
PR-1224,"Sir, my scholarship was suddenly cancelled without any notice and I have no funds to pay today's fee deadline; if I don't pay today I will be dropped from the semester entirely. Regards.",Scholarship,Critical
PR-0016,"Respected Sir/Madam, could a water cooler be installed near the HR Office? Just a small suggestion. Thank you.",Infrastructure / Maintenance,Low
PR-0084,"Today is the absolute last date for admission fee submission for MPhil Software Engineering, and the online payment gateway has been down since this morning for every single applicant on the merit list. Thank you.",Admission,Critical
PR-0241,"My admission has been put on hold because my HEC equivalence certificate has not been verified yet, and classes for BS Zoology start this week. Kindly help.",Admission,High
TCK-0175,My account shows 'Access Restricted' message when I try to view my dashboard. Roll No: F20BBDOCS2M2402,Account & Login,Medium
PR-0029,"Dear concerned team, my professional profile still shows outdated information even though I updated it over a week ago, and a scholarship committee is reviewing my profile in two days. Awaiting your response.",Profile Update,High
PR-1495,What is the usual format of the mid-term examination? Kindly help.,Examination,Low
TCK-0435,"Subject: Name Correction Request My complete name according to my CNIC is **Muhammad Rafay Bin Asif**, but it is currently showing as **Muhammad Rafay Bin**. I had already contacted my department office last semester, and the name was corrected at that time. However, it appears that the correction has not been updated in all records. Kindly update and correct my name to **Muhammad Rafay Bin Asif** in all relevant systems. Roll No: F25BDOCS1M01349 Class: BSCS 2nd 4M Thank you.",Name Correction,Medium
TCK-0140,I have already submitted my thesis but am unable to check the current status on the MyIUB portal because it shows 'Registration Number is missing'. Kindly update. Roll No: F21BBMEDS2M5906,Thesis,Medium
PR-0716,"Sir, my repeat subject fee challan has not been generated even though the subject shows as failed on my result, and course registration closes this week. Please look into this.",Course Registration,High
PR-1062,"My clearance was rejected without any specified reason, and this is now delaying my degree collection needed for a job joining date in two days. Kindly advise.",Clearance,High
PR-0202,"Our entire class's clearance requests have been frozen due to a system error, blocking all 217 of us from collecting our degrees before by tomorrow morning's convocation. Regards.",Clearance,Critical
PR-1439,"Dear concerned team, how do I log out of the portal properly on a shared computer? Thank you.",Account & Login,Low
TCK-0101,"It is respectfully submitted that the telephone line of the Department of Agronomy, Rahim Yar Khan Campus (Phone No. 069-6455706) is not functioning, and this is adversely affecting the ongoing admission campaign as applicants cannot reach us. Kindly repair urgently.",Infrastructure / Maintenance,High
TCK-0089,"My name on my degree does not match my CNIC due to a typo, and this mismatch is now blocking my HEC attestation submission which has a deadline this week. Roll No: S24BPHD3M1207",Name Correction,High
PR-0827,I have already submitted my thesis but I am unable to check the current status because it shows a missing registration number error. Thank you.,Thesis,Medium
PR-0484,"My admission abroad will be cancelled by Friday unless my degree name matches my passport exactly, and the correction request has been pending for several weeks despite the urgency I flagged. Thank you.",Name Correction,Critical
PR-0776,"Sir, i would like to get my 'Calculus' exam paper rechecked as I believe there may be a marking error.",Examination,Medium
PR-0066,Kindly note: By mistake I applied for clearance under the wrong semester; could my clearance be reset so I can reapply correctly?,Clearance,Medium
PR-0398,"Dear concerned team, my middle name is missing from my official university record though it appears correctly on my CNIC. Please look into this.",Name Correction,Medium
PR-1001,Kindly note: What is the admission fee structure for LLB (5 Years)? Awaiting your response.,Admission,Low
PR-0864,"Respected Sir/Madam, my admission has been put on hold because my HEC equivalence certificate has not been verified yet, and classes for BS Statistics start tomorrow. Kindly help.",Admission,High
PR-0250,"Sir, my credit transfer approval, required today to secure my admission abroad before their deadline expires, has still not been processed despite three urgent escalations this week. Please look into this.",Other,Critical
PR-1388,"Respected Sir/Madam, is there a mobile app version of the portal available, just curious? Awaiting your response.",Portal Technical Issue,Low
PR-1430,"Kindly note: The profile update system has been completely inaccessible for the entire batch for two days, and our internship documents due this week require an updated profile printout. Thank you.",Profile Update,Critical
PR-1310,"Kindly note: I am unable to log in even with the correct credentials; it shows 'Invalid Username or Password' repeatedly, though I can still access things from my phone as a workaround. Kindly advise.",Account & Login,Medium
PR-1421,"Kindly note: I was awarded the scholarship shown on my portal, but I have not received any update on the disbursement schedule yet. Regards.",Scholarship,Medium
PR-0157,I need an Enrollment Certificate for a scheme application; could this be issued at your earliest convenience? Kindly advise.,Certificate / Verification,Medium
PR-1519,"Respected Sir/Madam, my name mismatch between my degree and CNIC is the sole reason my HEC attestation, required within 24 hours for a visa appointment, has been rejected. Awaiting your response.",Name Correction,Critical
PR-1267,"Could you update my thesis supervisor's details on the portal, as they were assigned about a week ago but not reflected yet? Please look into this.",Thesis,Medium
PR-0648,"Dear concerned team, my 5th semester result is not showing on the portal even though the declaration date has passed. Regards.",Result,Medium
PR-1037,"Dear concerned team, my account shows an 'Access Restricted' message on the dashboard, though I can still use the mobile app in the meantime. Regards.",Account & Login,Medium
PR-0288,"Kindly note: My urgent degree application has been under 'review' for almost two weeks even though I paid the urgent fee, and I need it for a job offer that requires verification this week. Regards.",Degree,High
PR-0586,"Sir, how long does the clearance approval usually take on average? Awaiting your response.",Clearance,Low
PR-0148,"Respected Sir/Madam, my account shows an 'Access Restricted' message on the dashboard, though I can still use the mobile app in the meantime. Regards.",Account & Login,Medium
PR-0959,"Respected Sir/Madam, the elevator serving the examination hall has broken down, creating serious difficulty for students with mobility issues ahead of by tomorrow morning's exam.",Infrastructure / Maintenance,High
TCK-0094,"Respected Sir, I have paid the transcript fee (18,750 Rs.) but my transcript is still not showing on the MyIUB portal. Roll No: F23BMBA6M9928. Kindly resolve. Regards, Junaid Aslam",Transcript,Medium
TCK-0471,"My exam re-evaluation result has still not been updated for over a month, and my final semester GPA calculation, needed for a scholarship application this week, depends on it. Roll No: F25BBSMATH1M8213",Examination,High
TCK-0333,"This is a formal complaint regarding the repeated mishandling of my case across three different offices, each redirecting me to the other without resolving my result issue for over a month. Roll No: F25BBSMATH6M7929",Complaint,High
PR-0383,"My clearance is the only thing standing between me and graduation, and my scholarship abroad requires proof of graduation by today, but the Directorate of Academics has gone completely silent. Kindly advise.",Clearance,Critical
PR-0870,How can I apply for degree collection once it's ready? Awaiting your response.,Degree,Low
TCK-0300,I am an international applicant and my visa appointment tomorrow depends entirely on receiving my admission offer letter today; without it my entire study-abroad plan collapses.,Admission,Critical
PR-0139,"Dear concerned team, i want to complain that my previous ticket was closed without any resolution or explanation; could it be reopened? Thank you.",Complaint,Medium
PR-0213,"How can I request a bonafide certificate in general, just for future reference? Regards.",Certificate / Verification,Low
PR-0375,"Hi, my thesis defense is this week and the portal will not let me download my approved supervisor sign-off, without which the committee will not allow me to defend. Awaiting your response.",Thesis,Critical
TCK-0424,Kindly tell me when degree distribution ceremony will be held.,Degree,Low
PR-0177,"Sir, my scholarship was suddenly cancelled without any notice and I have no funds to pay in two days's fee deadline; if I don't pay today I will be dropped from the semester entirely.",Scholarship,Critical
PR-0416,"Hi, my degree verification request from a foreign employer has been pending response for several months, and my job offer is contingent on it being completed by today. Thank you.",Certificate / Verification,High
PR-1083,"Kindly note: Despite paying all dues on time, I have faced continuous delays across multiple offices regarding my final clearance, now jeopardizing my job joining date within 24 hours.",Complaint,High
PR-1169,"I was awarded the scholarship shown on my portal, but I have not received any update on the disbursement schedule yet.",Scholarship,Medium
PR-1059,"Several months of ticket records and attached documents appear to have been permanently deleted from the system overnight with no backup available, affecting hundreds of open cases. Kindly advise.",Portal Technical Issue,Critical
PR-0906,"The telephone line of the Hostel Office at Khanpur Campus is not functioning, and this is adversely affecting the ongoing admission campaign whose deadline is within 24 hours. Thank you.",Infrastructure / Maintenance,High
PR-0384,"Respected Sir/Madam, i need an official letter of recommendation urgently for a scholarship application closing tomorrow, and my department has not responded to my request from over a week ago. Thank you.",Other,High
PR-0252,My semester fee challan is not showing on the portal; could you help me generate it so I can pay before the due date? Awaiting your response.,Fee & Challan,Medium
PR-0239,"Kindly note: My account keeps logging me out automatically every few minutes, which is a bit inconvenient when filling out forms.",Account & Login,Medium
PR-0230,"Dear concerned team, my thesis file was rejected by the portal for an unspecified reason and the resubmission deadline is tomorrow.",Thesis,High
PR-0280,"Dear concerned team, my registered course list is missing one elective that I selected during registration week; could this be added back? Awaiting your response.",Course Registration,Medium
TCK-0149,Kindly change my registered email address on my account as I no longer have access to the old one. Roll No: F20BBSCS3M4630,Account & Login,Medium
PR-1426,"Kindly note: I have an F grade in Database Systems but the subject is not appearing in the Course Repeat section, and I cannot register for the upcoming semester which closes by tomorrow morning. Thank you.",Course Registration,High
PR-1000,"Hi, i have a visa interview by tomorrow morning and my experience certificate, promised for today, has still not been issued despite multiple follow-ups all week. Please look into this.",Employee Services,Critical
PR-1581,"My account shows an 'Access Restricted' message on the dashboard, though I can still use the mobile app in the meantime. Regards.",Account & Login,Medium
TCK-0104,"I have a supply in Thermodynamics but the Course Repeat option does not show this subject on my portal, nor has a challan been generated. Kindly enable it. Roll No: S22BPHD7M9056",Course Registration,Medium
PR-0947,The thesis submission deadline is by tomorrow morning at midnight and the upload button has been completely non-functional for our entire batch since this afternoon.,Thesis,Critical
PR-0694,"My result shows an F grade in Thermodynamics that I'm confident is incorrect, and this is affecting my scholarship eligibility review scheduled by Friday.",Result,High
PR-1270,"Respected Sir/Madam, the Wi-Fi router in one of the blocks has been intermittent for several days; could it be checked? Regards.",Infrastructure / Maintenance,Medium
TCK-0442,How many credit hours can I register for in a normal semester?,Course Registration,Low
PR-0899,"Kindly note: I am writing on behalf of the entire batch of BS Data Science scholarship recipients — none of us have received our final installment for over two years, and several of us cannot complete clearance for graduation because of it. Kindly help.",Scholarship,Critical
TCK-0247,Where can I find my examination roll number slip?,Examination,Low
PR-1095,"Sir, how can I generate a new fee challan for the semester? Regards.",Fee & Challan,Low
PR-1491,Kindly note: I'd like to request re-generation of my degree fee challan as it was created under the wrong fee category.,Degree,Medium
PR-1073,"Is there a mobile app version of the portal available, just curious? Thank you.",Portal Technical Issue,Low
PR-0223,The thesis submission deadline is by Friday at midnight and the upload button has been completely non-functional for our entire batch since this afternoon. Thank you.,Thesis,Critical
PR-1572,"Dear concerned team, how do I log out of the portal properly on a shared computer? Kindly help.",Account & Login,Low
PR-0307,"Dear concerned team, when is the next semester result usually announced? Kindly help.",Result,Low
PR-0627,"Dear concerned team, my scholarship-covered fee challan is still showing unpaid even though the scholarship office confirmed disbursement over a week ago, and a late fee surcharge starts tomorrow. Regards.",Fee & Challan,High
PR-0136,Where can I go to check which email is currently registered against my account? Thank you.,Account & Login,Low
PR-1081,"My visa application will be rejected if I do not submit a verified degree equivalence certificate by tomorrow, and the verification office has stopped responding entirely. Thank you.",Certificate / Verification,Critical
PR-0752,"Kindly note: My HEC degree attestation application has been stuck pending university verification for a couple of days, and my attestation appointment is by tomorrow morning. Kindly advise.",Certificate / Verification,High
PR-0273,How do I log out of the portal properly on a shared computer? Awaiting your response.,Account & Login,Low
PR-0334,Just wondering if I can register for an elective from a different department. Please look into this.,Course Registration,Low
PR-0933,"My account shows an 'Access Restricted' message on the dashboard, though I can still use the mobile app in the meantime. Awaiting your response.",Account & Login,Medium
PR-0393,Kindly note: When do scholarship applications usually open for a new batch?,Scholarship,Low
PR-1586,"Hi, could you tell me the general process to change the username linked to my profile, no rush on this? Kindly help.",Account & Login,Low
PR-0563,"Kindly note: My Directorate of Academics clearance has been pending for over a month even though my other clearances were completed long ago, and I need my final transcript for a job that starts today. Kindly help.",Clearance,High
PR-0487,"I am escalating a critical complaint on behalf of my entire batch — none of our clearance requests have been processed for over a month, and our convocation, requiring proof of clearance, is by Friday. Please look into this.",Complaint,Critical
PR-0347,"Respected Sir/Madam, how can I generate a new fee challan for the semester? Please look into this.",Fee & Challan,Low
PR-0350,"Dear concerned team, i have a visa interview tomorrow morning and the embassy has specifically asked for my original transcript, which I still do not have despite requesting it over a week ago. Kindly advise.",Transcript,Critical
TCK-0303,"Sir mujhe apna transcript chahiye, kaisay milay ga?",Transcript,Low
PR-0450,"Dear concerned team, our entire class's clearance requests have been frozen due to a system error, blocking all 192 of us from collecting our degrees before this week's convocation.",Clearance,Critical
PR-1013,Kindly note: Could you confirm the status of my scholarship application submitted a couple of days ago? Thank you.,Scholarship,Medium
TCK-0266,Is fee payable through Easypaisa as well or only bank challan?,Fee & Challan,Low
PR-1315,I am unable to update my biography and professional links on my profile page; the save button does not seem to work. Kindly help.,Profile Update,Medium
TCK-0340,"hello sir,i want to get github developer pack on basis of iub email ,can you guide me to get it.Thank You",Other,Low
PR-0624,"Hi, could you confirm receipt of the documents I submitted for my degree equivalence certification? Awaiting your response.",Certificate / Verification,Medium
TCK-0156,What is the admission fee structure for BS Information Technology?,Admission,Low
PR-0229,My educational records are not reflected in my profile despite attaching verified transcripts a couple of days ago. Regards.,Profile Update,Medium
TCK-0084,"My Turnitin account was blocked after being used by mistake by another department colleague, and despite raising a complaint, it is still blocked, preventing me from completing my own assigned work. Kindly restore urgently.",Account & Login,High
PR-0477,What is the eligibility criteria for the merit-based scholarship?,Scholarship,Low
PR-0851,"Dear concerned team, my degree verification request from a foreign employer has been pending response for over a month, and my job offer is contingent on it being completed by by tomorrow morning. Regards.",Certificate / Verification,High
PR-1156,"Dear concerned team, there is a spelling mistake in my name on my student portal record; my correct name is Mariam Shafiq. Could this be corrected?",Name Correction,Medium
PR-1134,"Sir, hEC verification of my scholarship documents is still pending after a couple of days, and my semester fee due date is tomorrow.",Scholarship,High
PR-1460,"Dear concerned team, just wanted to confirm the general examination fee amount for this term.",Examination,Low
TCK-0128,"I keep getting logged out mid-way while filling a long form on the portal, losing all my entered data. Roll No: S25BBSIT5M4697",Portal Technical Issue,Medium
PR-0441,"Respected Sir/Madam, my middle name is missing from my official university record though it appears correctly on my CNIC. Regards.",Name Correction,Medium
PR-0171,"Hi, what documents are generally required for the final clearance process? Regards.",Clearance,Low
PR-1560,"Dear concerned team, my name mismatch between my degree and CNIC is the sole reason my HEC attestation, required within 24 hours for a visa appointment, has been rejected. Kindly help.",Name Correction,Critical
PR-0931,What is the eligibility criteria for the merit-based scholarship? Awaiting your response.,Scholarship,Low
PR-1442,"Dear concerned team, could you tell me the general process to change the username linked to my profile, no rush on this? Regards.",Account & Login,Low
PR-1404,"Hi, i need my final transcript urgently as I am applying for a Master's program abroad and the application portal closes today.",Transcript,High
PR-0118,"My profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office by Friday, and I cannot correct it myself. Awaiting your response.",Profile Update,Critical
PR-1558,"Respected Sir/Madam, my repeat subject fee challan has not been generated even though the subject shows as failed on my result, and course registration closes by Friday. Kindly advise.",Course Registration,High
PR-0946,"Kindly note: My login access to a system I need for essential work was suddenly revoked, and I have a task depending on it due by tomorrow morning. Awaiting your response.",Account & Login,High
PR-0104,"Respected Sir/Madam, my degree application shows 'Submitted' status even though I paid the challan over a week ago, and I would like to know if this is normal processing time. Awaiting your response.",Degree,Medium
PR-0278,"My clearance is the only thing standing between me and graduation, and my scholarship abroad requires proof of graduation by within 24 hours, but the Directorate of Academics has gone completely silent.",Clearance,Critical
PR-0408,"Hi, my login access to a system I need for essential work was suddenly revoked, and I have a task depending on it due in two days. Kindly advise.",Account & Login,High
PR-1448,"Kindly note: The portal keeps logging me into an authentication error whenever I try to access my dashboard, and I have a form to submit before tomorrow.",Portal Technical Issue,High
PR-0182,"Dear concerned team, what is the eligibility criteria for the merit-based scholarship?",Scholarship,Low
TCK-0236,"My name on the university portal is listed as Zeesha, but my official CNIC name is different. Kindly correct my name on the portal. Roll No: F21BBSIT6M1659",Name Correction,Medium
TCK-0400,"My migration application from another university is stuck pending verification, and the admission deadline for this semester closes in two days.",Admission,High
PR-1092,"Kindly note: The result declaration system crashed for the entire batch of 675 students just minutes before the scheduled announcement time, and everyone is waiting anxiously. Kindly advise.",Result,Critical
PR-1309,"Dear concerned team, my profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office by Friday, and I cannot correct it myself. Thank you.",Profile Update,Critical
PR-0008,"Sir, how do I log out of the portal properly on a shared computer?",Account & Login,Low
PR-0999,"The main student database appears to be corrupted, and records for an entire batch of 256 students are showing blank or missing fields across every module. Awaiting your response.",Portal Technical Issue,Critical
PR-1503,"Respected Sir/Madam, i need an Enrollment Certificate for a scheme application; could this be issued at your earliest convenience? Regards.",Certificate / Verification,Medium
PR-0236,"Our whole department's final semester result system is showing 'no data found' for every single student, and it is blocking all of us from applying for graduation clearance before this week. Awaiting your response.",Result,Critical
PR-1295,"Could you tell me the general process to change the username linked to my profile, no rush on this?",Account & Login,Low
TCK-0318,Just want to know which departments need to sign the clearance form.,Clearance,Low
PR-1319,"Dear concerned team, a major water leakage has flooded part of the server room at Rahim Yar Khan Campus, threatening to permanently damage critical IT infrastructure for the whole university. Kindly advise.",Infrastructure / Maintenance,Critical
PR-0418,"Dear concerned team, when do scholarship applications usually open for a new batch? Please look into this.",Scholarship,Low
PR-0392,Kindly note: Could a water cooler be installed near the Accounts Office? Just a small suggestion.,Infrastructure / Maintenance,Low
PR-1396,How can I change the spelling of my name on my student ID card? Kindly help.,Name Correction,Low
PR-1149,"My urgent degree application has been under 'review' for almost two weeks even though I paid the urgent fee, and I need it for a job offer that requires verification tomorrow. Kindly advise.",Degree,High
TCK-0066,"I am filing a complaint regarding the complete lack of response from the IT department to my repeated requests to unblock my account, now affecting my ability to submit an assignment due this week.",Complaint,High
PR-0601,"Hi, my semester fee challan is not showing on the portal; could you help me generate it so I can pay before the due date?",Fee & Challan,Medium
PR-1096,"Respected Sir/Madam, my clearance was rejected without any specified reason, and this is now delaying my degree collection needed for a job joining date within 24 hours. Please look into this.",Clearance,High
PR-0169,"Sir, how many credit hours can I generally register for in a normal semester? Kindly advise.",Course Registration,Low
PR-0728,Has the result declaration date been finalized yet for this semester? Awaiting your response.,Result,Low
PR-1307,Is there a student club focused on AI that I could join? Regards.,Other,Low
PR-1291,"Dear concerned team, do I need to visit in person for a name correction, or is there an online option available? Awaiting your response.",Name Correction,Low
TCK-0375,Hello Sir My result for the 10 th Semester is not available on the portal. Kindly update it. My result for the Repeat course of 8th semester Criminal Law 2 and Law of Evidence 2 is also not updated.Kindly review. Thanks,Result,Medium
PR-0804,"Dear concerned team, could you update my bank account details in the payroll system, as my old account has been closed? Thank you.",Employee Services,Medium
PR-0424,"Respected Sir/Madam, where can I go to check which email is currently registered against my account? Kindly help.",Account & Login,Low
PR-1525,"Sir, there is a spelling mistake in my name on my student portal record; my correct name is Shahzaib Khan. Could this be corrected? Kindly advise.",Name Correction,Medium
PR-0072,"Respected Sir/Madam, my semester fee challan is not showing on the portal; could you help me generate it so I can pay before the due date? Kindly advise.",Fee & Challan,Medium
PR-0327,"Hi, do I need to visit in person for a name correction, or is there an online option available? Thank you.",Name Correction,Low
PR-1588,"I need an official letter of recommendation urgently for a scholarship application closing tomorrow, and my department has not responded to my request from a couple of days ago.",Other,High
PR-0891,"Respected Sir/Madam, i was awarded the scholarship shown on my portal, but I have not received any update on the disbursement schedule yet. Awaiting your response.",Scholarship,Medium
PR-1248,When do scholarship applications usually open for a new batch? Kindly advise.,Scholarship,Low
TCK-0360,"I paid my semester fee of Rs. 22,000 via JazzCash on 25 July 2026 and the amount has been deducted from my account, but the portal still shows the challan as 'Expired'/'Pending'. Kindly verify from the bank ledger urgently. Roll No: S25BMPHIL5M6183",Fee & Challan,High
PR-1229,Kindly note: How can I apply for degree collection once it's ready? Kindly advise.,Degree,Low
PR-1100,"Sir, i need an official letter of recommendation urgently for a scholarship application closing by tomorrow morning, and my department has not responded to my request from a couple of days ago.",Other,High
PR-0753,Kindly note: What is the recommended word count for a thesis final draft?,Thesis,Low
PR-0926,Could you confirm receipt of the documents I submitted for my degree equivalence certification? Regards.,Certificate / Verification,Medium
PR-1127,How can I download my transcript from the student portal? Awaiting your response.,Transcript,Low
PR-0388,"There is an unusual, time-sensitive situation affecting hundreds of students across multiple departments that doesn't fit any specific category, and it needs immediate institutional attention today. Thank you.",Other,Critical
PR-1245,"Sir, is there a way to change my profile picture on the portal, just curious about the option? Kindly help.",Profile Update,Low
PR-0187,"Sir, the thesis submission deadline is this week at midnight and the upload button has been completely non-functional for our entire batch since this afternoon. Awaiting your response.",Thesis,Critical
PR-0798,Is fee payable through mobile wallets or only through bank challan? Kindly help.,Fee & Challan,Low
TCK-0188,"I am filing an urgent complaint as my thesis defense scheduled for tomorrow is at risk of cancellation because the Directorate of Academics has, without explanation, still not cleared my eligibility despite it being confirmed complete two weeks ago. Roll No: F24BLLB3M6751",Complaint,Critical
PR-0371,"Respected Sir/Madam, my admission application fee was paid but the status still shows 'Pending Payment' on the portal. Kindly help.",Admission,Medium
PR-0963,"The elevator serving the examination hall has broken down, creating serious difficulty for students with mobility issues ahead of today's exam.",Infrastructure / Maintenance,High
PR-0739,Kindly note: How can I download my transcript from the student portal? Awaiting your response.,Transcript,Low
TCK-0046,Just want to know if past exam papers are available for practice.,Examination,Low
PR-0357,"Hi, my profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office within 24 hours, and I cannot correct it myself. Kindly help.",Profile Update,Critical
PR-0381,"Despite paying all dues on time, I have faced continuous delays across multiple offices regarding my final clearance, now jeopardizing my job joining date this week. Thank you.",Complaint,High
TCK-0109,"It is respectfully submitted that the telephone line of the Department of Physical Education & Sports Sciences, Khanpur Campus (Phone No. 066-2811298) is not functioning, and this is adversely affecting the ongoing admission campaign as applicants cannot reach us. Kindly repair urgently.",Infrastructure / Maintenance,High
PR-0254,"The profile update system has been completely inaccessible for the entire batch for two days, and our internship documents due this week require an updated profile printout.",Profile Update,Critical
PR-1114,"Respected Sir/Madam, there is an unusual, time-sensitive situation affecting hundreds of students across multiple departments that doesn't fit any specific category, and it needs immediate institutional attention in two days. Please look into this.",Other,Critical
PR-0749,"Respected Sir/Madam, my name on my degree does not match my CNIC due to a typo, and this mismatch is blocking my HEC attestation submission, which has a deadline tomorrow.",Name Correction,High
PR-0181,"Kindly note: A major water leakage has flooded part of the server room at Bahawalpur City Campus, threatening to permanently damage critical IT infrastructure for the whole university. Please look into this.",Infrastructure / Maintenance,Critical
PR-0872,"Sir, just wanted to confirm the general thesis submission format guidelines. Kindly advise.",Thesis,Low
PR-0981,"Dear concerned team, none of the 321 students in our batch can log in to the portal since last night, and within 24 hours is the final date for exam form submission with no extension announced. Thank you.",Account & Login,Critical
PR-1150,"Hi, is there a student club focused on photography that I could join?",Other,Low
TCK-0224,"I have a supply in Financial Accounting but the Course Repeat option does not show this subject on my portal, nor has a challan been generated. Kindly enable it. Roll No: S22BMBA4M5722",Course Registration,Medium
PR-0524,"Dear concerned team, the entire university portal has been completely down for all students and staff since last night, and tomorrow is the deadline for semester registration with no announced extension. Regards.",Portal Technical Issue,Critical
PR-0335,"Dear concerned team, do I need to visit in person for a name correction, or is there an online option available? Kindly help.",Name Correction,Low
TCK-0406,"Despite three attempts, the portal will not save my updated CNIC on my profile, and HEC needs this exact record to complete my degree attestation this week. Roll No: S22BBECON5M8633",Profile Update,High
TCK-0226,I have been awarded a compartment (F grade) in Chemistry despite being confident I attempted the paper correctly; I request urgent re-evaluation by a different examiner as this is affecting my scholarship eligibility. Roll No: S23BBSEEN6M3361,Examination,High
TCK-0007,"I want to join, please guide how.",Other,Low
TCK-0021,in my thiese section it shows error Missing CGPA: Please request your department's exam coordinator to calculate and update your CGPA. Missing Comprehensive Exam Date: Please contact your department's exam coordinator to record your comprehensive exam date.,Thesis,High
PR-0219,"Dear concerned team, how can I apply for degree collection once it's ready?",Degree,Low
TCK-0311,Sir mera 5th semester ka result portal pr show nahi ho raha. Roll no S22BBAGRI1M2588. Kindly update karain.,Result,Medium
TCK-0075,Kindly guide me on the process to apply for a bonafide certificate for my sibling's visa sponsorship documents. Roll No: F23BBPESS2M3248,Other,Medium
PR-1039,"Hi, could you update my thesis supervisor's details on the portal, as they were assigned over a week ago but not reflected yet? Regards.",Thesis,Medium
PR-0011,My educational records are not reflected in my profile despite attaching verified transcripts almost two weeks ago.,Profile Update,Medium
PR-1576,"Respected Sir/Madam, how can I download my transcript from the student portal? Thank you.",Transcript,Low
PR-1194,"Respected Sir/Madam, how do I log out of the portal properly on a shared computer?",Account & Login,Low
PR-0021,"Hi, my account has been completely locked for about a week after a failed password reset, and I am unable to submit my thesis-related forms before the deadline tomorrow.",Account & Login,High
PR-0405,"Dear concerned team, my HEC degree attestation application has been stuck pending university verification for about a week, and my attestation appointment is tomorrow.",Certificate / Verification,High
PR-1550,"Dear concerned team, the elevator serving the examination hall has broken down, creating serious difficulty for students with mobility issues ahead of this week's exam. Regards.",Infrastructure / Maintenance,High
PR-0318,When does the admission form submission usually open for the next intake?,Admission,Low
PR-1132,"Hi, my comprehensive exam date is missing from my record; could this be updated so I can proceed with the next steps? Kindly advise.",Examination,Medium
PR-0533,"Hi, is there a student club focused on photography that I could join? Awaiting your response.",Other,Low
TCK-0267,Transcript kab tak mil jaye ga? Bs pochna tha.,Transcript,Low
PR-1544,Kindly note: Has the result declaration date been finalized yet for this semester? Awaiting your response.,Result,Low
PR-0835,"Dear concerned team, my login access to a system I need for essential work was suddenly revoked, and I have a task depending on it due this week. Please look into this.",Account & Login,High
PR-0096,Kindly note: There is a spelling mistake in my name on my student portal record; my correct name is Imran Sarwar. Could this be corrected? Kindly advise.,Name Correction,Medium
PR-1382,"Could you update my thesis supervisor's details on the portal, as they were assigned almost two weeks ago but not reflected yet? Regards.",Thesis,Medium
PR-1496,My examination is scheduled to start in less than an hour and the admit card generation system has been down for our entire session since early this morning.,Examination,Critical
PR-0540,"Dear concerned team, could you update my thesis supervisor's details on the portal, as they were assigned almost two weeks ago but not reflected yet? Regards.",Thesis,Medium
PR-1434,"Respected Sir/Madam, my admission abroad will be cancelled in two days unless my degree name matches my passport exactly, and the correction request has been pending for several months despite the urgency I flagged. Awaiting your response.",Name Correction,Critical
TCK-0042,Kindly update my bank account details in the payroll system as my old account has been closed.,Employee Services,Medium
PR-1547,"Hi, my educational records are not reflected in my profile despite attaching verified transcripts a couple of days ago. Please look into this.",Profile Update,Medium
PR-0614,"Sir, the profile update system has been completely inaccessible for the entire batch for two days, and our internship documents due tomorrow require an updated profile printout.",Profile Update,Critical
PR-0504,How can I change the spelling of my name on my student ID card?,Name Correction,Low
TCK-0207,"Despite completing all dues, my clearance form has remained stuck at the Accounts Office stage for a few days, blocking my final transcript and degree processing. Roll No: S24BBAGRI7M2988",Clearance,High
PR-0310,"Dear concerned team, what is the usual format of the mid-term examination?",Examination,Low
PR-1523,My 4th semester result is not showing on the portal even though the declaration date has passed.,Result,Medium
PR-0562,"Hi, when do scholarship applications usually open for a new batch? Kindly advise.",Scholarship,Low
PR-0311,The notification bell on my dashboard shows a count but clicking it does not open any notifications. Thank you.,Portal Technical Issue,Medium
PR-1353,"I keep getting logged out mid-way while submitting a required form, and I've now failed to submit it three times with the deadline being by tomorrow morning. Please look into this.",Account & Login,High
PR-0878,"Sir, my name on my degree does not match my CNIC due to a typo, and this mismatch is blocking my HEC attestation submission, which has a deadline today.",Name Correction,High
PR-0466,"Hi, i keep getting logged out mid-way while submitting a required form, and I've now failed to submit it three times with the deadline being in two days. Awaiting your response.",Account & Login,High
PR-0575,When does the admission form submission usually open for the next intake? Regards.,Admission,Low
PR-0542,"Hi, could a water cooler be installed near the IT Department? Just a small suggestion. Kindly help.",Infrastructure / Maintenance,Low
PR-0637,"Hi, when is the next semester result usually announced?",Result,Low
