ticket_id,description,category,priority
PR-0740,"Dear concerned team, i need a duplicate transcript copy as my original was misplaced. Could you guide me on the reissuance process?",Transcript,Medium
PR-0741,"Sir, my name on my degree does not match my CNIC due to a typo, and this mismatch is blocking my HEC attestation submission, which has a deadline tomorrow. Kindly help.",Name Correction,High
PR-0742,"Dear concerned team, i have a supply in English Composition but the Course Repeat option does not show this subject; could it be enabled?",Course Registration,Medium
PR-0743,"Kindly note: It has been several weeks since I completed my graduation and I still have not received my degree, which is now delaying a job I was set to start tomorrow.",Degree,High
PR-0744,"Respected Sir/Madam, course registration closes at midnight by Friday and the registration module has been throwing an error for every single student in my batch since this morning. Awaiting your response.",Course Registration,Critical
PR-0745,"Respected Sir/Madam, my profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office this week, and I cannot correct it myself. Kindly advise.",Profile Update,Critical
PR-0746,"Respected Sir/Madam, what is the usual format of the mid-term examination? Regards.",Examination,Low
PR-0747,"My professional profile still shows outdated information even though I updated it about a week ago, and a scholarship committee is reviewing my profile by Friday. Kindly help.",Profile Update,High
PR-0748,"My clearance was rejected without any specified reason, and this is now delaying my degree collection needed for a job joining date this week. Regards.",Clearance,High
PR-0749,"Respected Sir/Madam, my name on my degree does not match my CNIC due to a typo, and this mismatch is blocking my HEC attestation submission, which has a deadline tomorrow.",Name Correction,High
PR-0750,"Hi, my admission abroad will be cancelled this week unless I submit my original degree, and it has been stuck in processing for nearly two months despite paying the urgent fee.",Degree,Critical
PR-0751,"Kindly note: I have been awarded a compartment in Microbiology despite being confident I attempted the paper correctly, and I need urgent re-evaluation as it affects my scholarship eligibility review tomorrow. Please look into this.",Examination,High
PR-0752,"Kindly note: My HEC degree attestation application has been stuck pending university verification for a couple of days, and my attestation appointment is by tomorrow morning. Kindly advise.",Certificate / Verification,High
PR-0753,Kindly note: What is the recommended word count for a thesis final draft?,Thesis,Low
PR-0754,"Dear concerned team, the Wi-Fi router in one of the blocks has been intermittent for several days; could it be checked?",Infrastructure / Maintenance,Medium
PR-0755,"My thesis submission is blocked on the portal due to a missing field error, and my defense is scheduled tomorrow.",Thesis,High
PR-0756,I forgot my portal password and the reset link is not sending an OTP to my registered email; is there another way to reset it?,Account & Login,Medium
PR-0757,"I am unable to log in even with the correct credentials; it shows 'Invalid Username or Password' repeatedly, though I can still access things from my phone as a workaround. Please look into this.",Account & Login,Medium
PR-0758,"Hi, could a water cooler be installed near the Library? Just a small suggestion. Please look into this.",Infrastructure / Maintenance,Low
PR-0759,Kindly note: The thesis submission deadline is by tomorrow morning at midnight and the upload button has been completely non-functional for our entire batch since this afternoon.,Thesis,Critical
PR-0760,"My thesis defense is in two days and the portal will not let me download my approved supervisor sign-off, without which the committee will not allow me to defend. Kindly help.",Thesis,Critical
PR-0761,"My thesis submission is blocked on the portal due to a missing field error, and my defense is scheduled tomorrow. Thank you.",Thesis,High
PR-0762,I'd like to request re-generation of my degree fee challan as it was created under the wrong fee category. Kindly help.,Degree,Medium
PR-0763,"Dear concerned team, i need an Enrollment Certificate for a scheme application; could this be issued at your earliest convenience?",Certificate / Verification,Medium
PR-0764,"Just a minor suggestion: the response templates could be a bit more personalized, nothing urgent. Awaiting your response.",Complaint,Low
PR-0765,Course registration closes at midnight by tomorrow morning and the registration module has been throwing an error for every single student in my batch since this morning.,Course Registration,Critical
PR-0766,"Dear concerned team, i'd like to request re-generation of my degree fee challan as it was created under the wrong fee category. Please look into this.",Degree,Medium
PR-0767,"Respected Sir/Madam, i have a visa interview tomorrow and my experience certificate, promised for today, has still not been issued despite multiple follow-ups all week. Kindly advise.",Employee Services,Critical
PR-0768,"Sir, my credit transfer approval, required in two days to secure my admission abroad before their deadline expires, has still not been processed despite three urgent escalations this week.",Other,Critical
PR-0769,"Sir, how long does the clearance approval usually take on average? Kindly help.",Clearance,Low
PR-0770,"Sir, how can I generate a new fee challan for the semester?",Fee & Challan,Low
PR-0771,"Dear concerned team, my admission offer will be automatically cancelled at midnight by Friday if I do not submit my documents, but the document upload portal is showing a server error for every applicant right now. Awaiting your response.",Admission,Critical
PR-0772,"Hi, my thesis file was rejected by the portal for an unspecified reason and the resubmission deadline is today.",Thesis,High
PR-0773,"Sir, what is the recommended word count for a thesis final draft? Please look into this.",Thesis,Low
PR-0774,"Kindly note: The entire fee payment gateway has been down since last night for all students, and in two days is the final date to submit semester fees without a late fine.",Fee & Challan,Critical
PR-0775,"Respected Sir/Madam, my clearance is the only thing standing between me and graduation, and my scholarship abroad requires proof of graduation by by Friday, but the Directorate of Academics has gone completely silent. Please look into this.",Clearance,Critical
PR-0776,"Sir, i would like to get my 'Calculus' exam paper rechecked as I believe there may be a marking error.",Examination,Medium
PR-0777,"Hi, i forgot my portal password and the reset link is not sending an OTP to my registered email; is there another way to reset it? Kindly advise.",Account & Login,Medium
PR-0778,"Hi, is there a mobile app version of the portal available, just curious?",Portal Technical Issue,Low
PR-0779,My examination is scheduled to start in less than an hour and the admit card generation system has been down for our entire session since early this morning. Please look into this.,Examination,Critical
PR-0780,"Respected Sir/Madam, how can I generate a new fee challan for the semester?",Fee & Challan,Low
PR-0781,How can I download my transcript from the student portal? Kindly advise.,Transcript,Low
PR-0782,"Is there a mobile app version of the portal available, just curious? Kindly advise.",Portal Technical Issue,Low
PR-0783,"There is an unusual, time-sensitive situation affecting hundreds of students across multiple departments that doesn't fit any specific category, and it needs immediate institutional attention within 24 hours.",Other,Critical
PR-0784,Kindly note: I need an Enrollment Certificate for a scheme application; could this be issued at your earliest convenience? Regards.,Certificate / Verification,Medium
PR-0785,My registered course list is missing one elective that I selected during registration week; could this be added back? Awaiting your response.,Course Registration,Medium
PR-0786,"My professional profile still shows outdated information even though I updated it about a week ago, and a scholarship committee is reviewing my profile today.",Profile Update,High
PR-0787,"Dear concerned team, it has been more than two months since I completed my graduation and I still have not received my degree, which is now delaying a job I was set to start within 24 hours. Awaiting your response.",Degree,High
PR-0788,Kindly note: I am unable to update my biography and professional links on my profile page; the save button does not seem to work. Regards.,Profile Update,Medium
PR-0789,"Dear concerned team, hEC verification of my scholarship documents is still pending after over a week, and my semester fee due date is in two days.",Scholarship,High
PR-0790,"Respected Sir/Madam, i am writing on behalf of the entire batch of BS Agriculture scholarship recipients — none of us have received our final installment for over two years, and several of us cannot complete clearance for graduation because of it.",Scholarship,Critical
PR-0791,"Sir, my 6th semester result is not showing on the portal even though the declaration date has passed.",Result,Medium
PR-0792,Could a water cooler be installed near the Hostel Office? Just a small suggestion. Awaiting your response.,Infrastructure / Maintenance,Low
PR-0793,Kindly note: What is the normal degree processing time for BS Mathematics graduates? Thank you.,Degree,Low
PR-0794,"My name mismatch between my degree and CNIC is the sole reason my HEC attestation, required by tomorrow morning for a visa appointment, has been rejected.",Name Correction,Critical
PR-0795,"My repeat subject fee challan has not been generated even though the subject shows as failed on my result, and course registration closes by Friday. Kindly help.",Course Registration,High
PR-0796,"The fee payment gateway on the portal is throwing a fatal error for every single student today, which is the last date for semester fee submission without penalty. Please look into this.",Portal Technical Issue,Critical
PR-0797,"Dear concerned team, my account shows an 'Access Restricted' message on the dashboard, though I can still use the mobile app in the meantime. Thank you.",Account & Login,Medium
PR-0798,Is fee payable through mobile wallets or only through bank challan? Kindly help.,Fee & Challan,Low
PR-0799,"Dear concerned team, i forgot my portal password and the reset link is not sending an OTP to my registered email; is there another way to reset it? Awaiting your response.",Account & Login,Medium
PR-0800,"My admission abroad will be cancelled tomorrow unless I submit my original degree, and it has been stuck in processing for more than two months despite paying the urgent fee. Please look into this.",Degree,Critical
PR-0801,"My HEC attestation appointment is in two days and the university's online verification, which HEC is waiting on for dozens of applicants today, has still not been submitted for any of us. Kindly help.",Certificate / Verification,Critical
PR-0802,"Dear concerned team, my name correction request has been pending for nearly two months, and it is now blocking my degree printing needed before this week.",Name Correction,High
PR-0803,"Dear concerned team, there is a spelling mistake in my name on my student portal record; my correct name is Laiba Yasmin. Could this be corrected? Kindly advise.",Name Correction,Medium
PR-0804,"Dear concerned team, could you update my bank account details in the payroll system, as my old account has been closed? Thank you.",Employee Services,Medium
PR-0805,"Respected Sir/Madam, could you confirm receipt of the documents I submitted for my degree equivalence certification?",Certificate / Verification,Medium
PR-0806,"Sir, i need an official letter of recommendation urgently for a scholarship application closing within 24 hours, and my department has not responded to my request from a couple of days ago. Thank you.",Other,High
PR-0807,"Sir, my degree verification request from a foreign employer has been pending response for nearly two months, and my job offer is contingent on it being completed by by tomorrow morning. Thank you.",Certificate / Verification,High
PR-0808,"I have a visa interview today and my experience certificate, promised for today, has still not been issued despite multiple follow-ups all week.",Employee Services,Critical
PR-0809,"Sir, what is the eligibility criteria for the merit-based scholarship? Regards.",Scholarship,Low
PR-0810,Kindly note: I accidentally generated a combined fee voucher for two subjects; could this be split into separate vouchers? Thank you.,Fee & Challan,Medium
PR-0811,Kindly note: How many credit hours can I generally register for in a normal semester?,Course Registration,Low
PR-0812,"Sir, my thesis defense is by Friday and the portal will not let me download my approved supervisor sign-off, without which the committee will not allow me to defend. Kindly help.",Thesis,Critical
PR-0813,"Kindly note: My name on my degree does not match my CNIC due to a typo, and this mismatch is blocking my HEC attestation submission, which has a deadline this week. Kindly advise.",Name Correction,High
PR-0814,"Respected Sir/Madam, i accidentally generated a combined fee voucher for two subjects; could this be split into separate vouchers? Awaiting your response.",Fee & Challan,Medium
PR-0815,The projector in the the HR Office lecture hall at Bahawalpur City Campus has not been working for a couple of weeks; could this be repaired? Kindly advise.,Infrastructure / Maintenance,Medium
PR-0816,"Hi, what is the usual turnaround time for certificate issuance? Kindly help.",Certificate / Verification,Low
PR-0817,"The entire fee payment gateway has been down since last night for all students, and by tomorrow morning is the final date to submit semester fees without a late fine. Regards.",Fee & Challan,Critical
PR-0818,"Our whole department's final semester result system is showing 'no data found' for every single student, and it is blocking all of us from applying for graduation clearance before by Friday. Kindly help.",Result,Critical
PR-0819,"Sir, there is a clear discrepancy between my award list and my final result on the portal for 3 subjects, and I need this corrected before my transcript request this week. Regards.",Result,High
PR-0820,"Respected Sir/Madam, by mistake I applied for clearance under the wrong semester; could my clearance be reset so I can reapply correctly?",Clearance,Medium
PR-0821,"Sir, my profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office within 24 hours, and I cannot correct it myself. Thank you.",Profile Update,Critical
PR-0822,Could a dark mode option be added to the profile page? It would be a nice addition. Regards.,Profile Update,Low
PR-0823,"Hi, i keep getting logged out mid-way while submitting a required form, and I've now failed to submit it three times with the deadline being today. Thank you.",Account & Login,High
PR-0824,"Respected Sir/Madam, the fee voucher module of the portal has been throwing a server error for almost two weeks, and I cannot proceed with a task due in two days. Regards.",Portal Technical Issue,High
PR-0825,"Kindly note: My admission at a foreign university will be cancelled if I do not submit my original transcript by tomorrow, and the transcript office has not responded to my repeated requests.",Transcript,Critical
PR-0826,"Sir, my embassy visa interview is scheduled for tomorrow and they require my original degree as mandatory proof, which has still not been issued. Please look into this.",Degree,Critical
PR-0827,I have already submitted my thesis but I am unable to check the current status because it shows a missing registration number error. Thank you.,Thesis,Medium
PR-0828,"Sir, i have a supply in Microbiology but the Course Repeat option does not show this subject; could it be enabled? Kindly help.",Course Registration,Medium
PR-0829,"Dear concerned team, how many credit hours can I generally register for in a normal semester? Kindly help.",Course Registration,Low
PR-0830,"Hi, my Directorate of Academics clearance has been pending for more than two months even though my other clearances were completed long ago, and I need my final transcript for a job that starts today. Awaiting your response.",Clearance,High
PR-0831,"Sir, do I need to visit in person for a name correction, or is there an online option available?",Name Correction,Low
PR-0832,"My account has clearly been compromised, someone changed my password and recovery email, and I no longer have any access with my degree application deadline being today. Please look into this.",Account & Login,Critical
PR-0833,"My name correction request has been pending for several months, and it is now blocking my degree printing needed before this week. Awaiting your response.",Name Correction,High
PR-0834,Just wondering if I can register for an elective from a different department. Awaiting your response.,Course Registration,Low
PR-0835,"Dear concerned team, my login access to a system I need for essential work was suddenly revoked, and I have a task depending on it due this week. Please look into this.",Account & Login,High
PR-0836,"Hi, my name mismatch between my degree and CNIC is the sole reason my HEC attestation, required in two days for a visa appointment, has been rejected.",Name Correction,Critical
PR-0837,"My scholarship disbursement has been delayed by several months, and I need this amount to clear my semester fee challan before the due date by tomorrow morning, otherwise I risk being dropped. Awaiting your response.",Scholarship,High
PR-0838,"Hi, my contract renewal has not been processed and my current contract expires tomorrow, putting my continued employment at risk.",Employee Services,High
PR-0839,"Sir, could you guide me on the process to apply for a semester leave of absence for personal reasons? Kindly advise.",Other,Medium
PR-0840,My educational records are not reflected in my profile despite attaching verified transcripts a couple of days ago. Kindly advise.,Profile Update,Medium
PR-0841,"Sir, when does the admission form submission usually open for the next intake? Awaiting your response.",Admission,Low
PR-0842,"Dear concerned team, i have an F grade in Operating Systems but the subject is not appearing in the Course Repeat section, and I cannot register for the upcoming semester which closes this week.",Course Registration,High
PR-0843,"Respected Sir/Madam, i am unable to log in even with the correct credentials; it shows 'Invalid Username or Password' repeatedly, though I can still access things from my phone as a workaround. Regards.",Account & Login,Medium
PR-0844,"Dear concerned team, how can I request a bonafide certificate in general, just for future reference? Kindly help.",Certificate / Verification,Low
PR-0845,"Sir, the entire university portal has been completely down for all students and staff since last night, and by Friday is the deadline for semester registration with no announced extension. Kindly advise.",Portal Technical Issue,Critical
PR-0846,"Several months of ticket records and attached documents appear to have been permanently deleted from the system overnight with no backup available, affecting hundreds of open cases. Awaiting your response.",Portal Technical Issue,Critical
PR-0847,"Is it possible to link two of my accounts together, or should I just keep using them separately?",Account & Login,Low
PR-0848,"My name correction request has been pending for nearly two months, and it is now blocking my degree printing needed before by Friday.",Name Correction,High
PR-0849,"My degree verification request from a foreign employer has been pending response for several months, and my job offer is contingent on it being completed by within 24 hours.",Certificate / Verification,High
PR-0850,"Dear concerned team, the payroll system for the entire faculty has failed this cycle and salaries have not been disbursed to anyone, with rent and utility deadlines due by Friday for many staff members. Regards.",Employee Services,Critical
PR-0851,"Dear concerned team, my degree verification request from a foreign employer has been pending response for over a month, and my job offer is contingent on it being completed by by tomorrow morning. Regards.",Certificate / Verification,High
PR-0852,"Sir, i would like to get my 'Microbiology' exam paper rechecked as I believe there may be a marking error. Kindly help.",Examination,Medium
PR-0853,"Dear concerned team, our entire class's clearance requests have been frozen due to a system error, blocking all 307 of us from collecting our degrees before by Friday's convocation. Awaiting your response.",Clearance,Critical
PR-0854,"Sir, could you guide me on the process to apply for a semester leave of absence for personal reasons?",Other,Medium
PR-0855,I would like to get my 'Financial Accounting' exam paper rechecked as I believe there may be a marking error. Please look into this.,Examination,Medium
PR-0856,"A major water leakage has flooded part of the server room at Baghdad-ul-Jadeed Campus, threatening to permanently damage critical IT infrastructure for the whole university.",Infrastructure / Maintenance,Critical
PR-0857,Kindly note: The notification bell on my dashboard shows a count but clicking it does not open any notifications. Regards.,Portal Technical Issue,Medium
PR-0858,"Respected Sir/Madam, my professional profile still shows outdated information even though I updated it almost two weeks ago, and a scholarship committee is reviewing my profile by Friday. Regards.",Profile Update,High
PR-0859,"Respected Sir/Madam, hEC verification of my scholarship documents is still pending after about a week, and my semester fee due date is by Friday. Regards.",Scholarship,High
PR-0860,I am unable to update my biography and professional links on my profile page; the save button does not seem to work. Awaiting your response.,Profile Update,Medium
PR-0861,"Sir, i have been awarded a compartment in Computer Architecture despite being confident I attempted the paper correctly, and I need urgent re-evaluation as it affects my scholarship eligibility review tomorrow.",Examination,High
PR-0862,"Hi, my result shows an F grade in English Composition that I'm confident is incorrect, and this is affecting my scholarship eligibility review scheduled tomorrow.",Result,High
PR-0863,"Our whole department's final semester result system is showing 'no data found' for every single student, and it is blocking all of us from applying for graduation clearance before in two days. Please look into this.",Result,Critical
PR-0864,"Respected Sir/Madam, my admission has been put on hold because my HEC equivalence certificate has not been verified yet, and classes for BS Statistics start tomorrow. Kindly help.",Admission,High
PR-0865,"Dear concerned team, how can I change the spelling of my name on my student ID card? Awaiting your response.",Name Correction,Low
PR-0866,"Respected Sir/Madam, the portal loads a little slowly on mobile sometimes; just wanted to mention it, not urgent. Kindly advise.",Portal Technical Issue,Low
PR-0867,"Sir, i would like to raise a complaint about receiving conflicting information from two different staff members regarding the same issue. Regards.",Complaint,Medium
PR-0868,"Sir, i forgot my portal password and the reset link is not sending an OTP to my registered email; is there another way to reset it?",Account & Login,Medium
PR-0869,My 6th semester result is not showing on the portal even though the declaration date has passed.,Result,Medium
PR-0870,How can I apply for degree collection once it's ready? Awaiting your response.,Degree,Low
PR-0871,"The payroll system for the entire faculty has failed this cycle and salaries have not been disbursed to anyone, with rent and utility deadlines due this week for many staff members. Awaiting your response.",Employee Services,Critical
PR-0872,"Sir, just wanted to confirm the general thesis submission format guidelines. Kindly advise.",Thesis,Low
PR-0873,"The fee voucher module of the portal has been throwing a server error for a couple of days, and I cannot proceed with a task due this week.",Portal Technical Issue,High
PR-0874,"Respected Sir/Madam, i am writing on behalf of the entire batch of BS Mathematics scholarship recipients — none of us have received our final installment for over two years, and several of us cannot complete clearance for graduation because of it. Thank you.",Scholarship,Critical
PR-0875,"Respected Sir/Madam, by mistake I applied for clearance under the wrong semester; could my clearance be reset so I can reapply correctly? Thank you.",Clearance,Medium
PR-0876,"Sir, is there a mobile app version of the portal available, just curious?",Portal Technical Issue,Low
PR-0877,Kindly note: My thesis file was rejected by the portal for an unspecified reason and the resubmission deadline is tomorrow. Awaiting your response.,Thesis,High
PR-0878,"Sir, my name on my degree does not match my CNIC due to a typo, and this mismatch is blocking my HEC attestation submission, which has a deadline today.",Name Correction,High
PR-0879,"Hi, my 6th semester result is not showing on the portal even though the declaration date has passed.",Result,Medium
PR-0880,"Sir, has the result declaration date been finalized yet for this semester?",Result,Low
PR-0881,"Dear concerned team, there is a spelling mistake in my name on my student portal record; my correct name is Kamran Akhtar. Could this be corrected? Kindly advise.",Name Correction,Medium
PR-0882,"My salary has not been credited for a couple of days despite my department confirming approval, and I need this urgently to cover overdue expenses due in two days. Please look into this.",Employee Services,High
PR-0883,How can employees generally check their leave balance?,Employee Services,Low
PR-0884,"Sir, the elevator serving the examination hall has broken down, creating serious difficulty for students with mobility issues ahead of within 24 hours's exam. Thank you.",Infrastructure / Maintenance,High
PR-0885,"My profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office this week, and I cannot correct it myself. Kindly advise.",Profile Update,Critical
PR-0886,"Is there a way to change my profile picture on the portal, just curious about the option?",Profile Update,Low
PR-0887,"I am unable to log in even with the correct credentials; it shows 'Invalid Username or Password' repeatedly, though I can still access things from my phone as a workaround. Thank you.",Account & Login,Medium
PR-0888,"My HEC attestation appointment is by tomorrow morning and the university's online verification, which HEC is waiting on for dozens of applicants today, has still not been submitted for any of us. Please look into this.",Certificate / Verification,Critical
PR-0889,"Kindly note: My registration hold has still not been cleared despite clearing all dues weeks ago, and by tomorrow morning is the absolute last day to register, after which I will lose the entire semester. Kindly help.",Course Registration,Critical
PR-0890,"Hi, my leave of absence request for a medical situation has not been approved yet, and my semester fee deadline, which depends on this approval, is by Friday.",Other,High
PR-0891,"Respected Sir/Madam, i was awarded the scholarship shown on my portal, but I have not received any update on the disbursement schedule yet. Awaiting your response.",Scholarship,Medium
PR-0892,The projector in the the Registrar Office lecture hall at Khanpur Campus has not been working for a couple of weeks; could this be repaired? Kindly advise.,Infrastructure / Maintenance,Medium
PR-0893,"Hi, none of the 460 students in our batch can log in to the portal since last night, and within 24 hours is the final date for exam form submission with no extension announced. Awaiting your response.",Account & Login,Critical
PR-0894,"I have a visa interview tomorrow morning and the embassy has specifically asked for my original transcript, which I still do not have despite requesting it almost two weeks ago. Please look into this.",Transcript,Critical
PR-0895,"Hi, i would like to request my monthly payslip copies for the last few months for my personal records. Kindly advise.",Employee Services,Medium
PR-0896,"Hi, i forgot my portal password and the reset link is not sending an OTP to my registered email; is there another way to reset it?",Account & Login,Medium
PR-0897,"I paid my semester fee of Rs. 7,200 on about a week ago and the amount was deducted from my account, but the portal still shows the challan as unpaid, and the late fee deadline is this week.",Fee & Challan,High
PR-0898,"Sir, how can I change the spelling of my name on my student ID card? Awaiting your response.",Name Correction,Low
PR-0899,"Kindly note: I am writing on behalf of the entire batch of BS Data Science scholarship recipients — none of us have received our final installment for over two years, and several of us cannot complete clearance for graduation because of it. Kindly help.",Scholarship,Critical
PR-0900,"Sir, it has been over a month since I completed my graduation and I still have not received my degree, which is now delaying a job I was set to start by tomorrow morning.",Degree,High
PR-0901,"Respected Sir/Madam, i have a visa interview tomorrow morning and the embassy has specifically asked for my original transcript, which I still do not have despite requesting it about a week ago.",Transcript,Critical
PR-0902,My scholarship was suddenly cancelled without any notice and I have no funds to pay by Friday's fee deadline; if I don't pay today I will be dropped from the semester entirely. Kindly help.,Scholarship,Critical
PR-0903,"Hi, how can I apply for degree collection once it's ready? Regards.",Degree,Low
PR-0904,"Hi, what is the process to request an official transcript copy in general? Awaiting your response.",Transcript,Low
PR-0905,"Respected Sir/Madam, how can I get the developer pack using my student email, just curious if it's available? Kindly help.",Other,Low
PR-0906,"The telephone line of the Hostel Office at Khanpur Campus is not functioning, and this is adversely affecting the ongoing admission campaign whose deadline is within 24 hours. Thank you.",Infrastructure / Maintenance,High
PR-0907,"My transcript request submitted a couple of days ago is still pending, and I would like an update on the expected completion date. Awaiting your response.",Transcript,Medium
PR-0908,"Sir, the paint on a corridor wall near the library is a little worn, just reporting it, not urgent at all. Thank you.",Infrastructure / Maintenance,Low
PR-0909,"Hi, a major water leakage has flooded part of the server room at Bahawalpur City Campus, threatening to permanently damage critical IT infrastructure for the whole university. Regards.",Infrastructure / Maintenance,Critical
PR-0910,"I have a visa interview in two days and the embassy has specifically asked for my original transcript, which I still do not have despite requesting it a couple of days ago.",Transcript,Critical
PR-0911,"Dear concerned team, i would like to raise a complaint about receiving conflicting information from two different staff members regarding the same issue. Please look into this.",Complaint,Medium
PR-0912,"Hi, could you update my bank account details in the payroll system, as my old account has been closed? Awaiting your response.",Employee Services,Medium
PR-0913,"Hi, my transcript request submitted almost two weeks ago is still pending, and I would like an update on the expected completion date. Awaiting your response.",Transcript,Medium
PR-0914,"Dear concerned team, my result shows an F grade in Computer Architecture that I'm confident is incorrect, and this is affecting my scholarship eligibility review scheduled this week. Please look into this.",Result,High
PR-0915,"My name correction request has been pending for more than two months, and it is now blocking my degree printing needed before within 24 hours.",Name Correction,High
PR-0916,"Sir, how can I request a bonafide certificate in general, just for future reference?",Certificate / Verification,Low
PR-0917,I want to complain that my previous ticket was closed without any resolution or explanation; could it be reopened? Awaiting your response.,Complaint,Medium
PR-0918,"Respected Sir/Madam, my Directorate of Academics clearance has been pending for over a month even though my other clearances were completed long ago, and I need my final transcript for a job that starts by Friday. Please look into this.",Clearance,High
PR-0919,"I keep getting logged out mid-way while submitting a required form, and I've now failed to submit it three times with the deadline being tomorrow. Please look into this.",Account & Login,High
PR-0920,"Respected Sir/Madam, what is the recommended word count for a thesis final draft?",Thesis,Low
PR-0921,"Respected Sir/Madam, my registered course list is missing one elective that I selected during registration week; could this be added back? Kindly help.",Course Registration,Medium
PR-0922,"Hi, what is the usual turnaround time for certificate issuance?",Certificate / Verification,Low
PR-0923,"Sir, is there a student club focused on debate that I could join? Please look into this.",Other,Low
PR-0924,"My degree application shows 'Submitted' status even though I paid the challan almost two weeks ago, and I would like to know if this is normal processing time. Thank you.",Degree,Medium
PR-0925,Kindly note: What documents are generally required for the final clearance process?,Clearance,Low
PR-0926,Could you confirm receipt of the documents I submitted for my degree equivalence certification? Regards.,Certificate / Verification,Medium
PR-0927,"I have a visa interview by Friday and my experience certificate, promised for today, has still not been issued despite multiple follow-ups all week.",Employee Services,Critical
PR-0928,"Respected Sir/Madam, my account has clearly been compromised, someone changed my password and recovery email, and I no longer have any access with my degree application deadline being by tomorrow morning. Please look into this.",Account & Login,Critical
PR-0929,"Hi, my profile shows a completely wrong CNIC that is blocking my degree attestation submission, which is due at the HEC office in two days, and I cannot correct it myself.",Profile Update,Critical
PR-0930,The thesis submission deadline is today at midnight and the upload button has been completely non-functional for our entire batch since this afternoon.,Thesis,Critical
PR-0931,What is the eligibility criteria for the merit-based scholarship? Awaiting your response.,Scholarship,Low
PR-0932,"Kindly note: My account has clearly been compromised, someone changed my password and recovery email, and I no longer have any access with my degree application deadline being by Friday. Kindly advise.",Account & Login,Critical
PR-0933,"My account shows an 'Access Restricted' message on the dashboard, though I can still use the mobile app in the meantime. Awaiting your response.",Account & Login,Medium
PR-0934,"Respected Sir/Madam, my registration hold has still not been cleared despite clearing all dues weeks ago, and this week is the absolute last day to register, after which I will lose the entire semester. Awaiting your response.",Course Registration,Critical
PR-0935,"Hi, how long does the clearance approval usually take on average? Kindly advise.",Clearance,Low
PR-0936,"Respected Sir/Madam, how can I request a bonafide certificate in general, just for future reference? Kindly advise.",Certificate / Verification,Low
PR-0937,"My result shows an F grade in Data Structures that I'm confident is incorrect, and this is affecting my scholarship eligibility review scheduled within 24 hours. Thank you.",Result,High
PR-0938,"Dear concerned team, my educational records are not reflected in my profile despite attaching verified transcripts a couple of days ago.",Profile Update,Medium
PR-0939,"My HEC attestation appointment is by Friday and the university's online verification, which HEC is waiting on for dozens of applicants today, has still not been submitted for any of us. Regards.",Certificate / Verification,Critical
PR-0940,"Respected Sir/Madam, could you update my bank account details in the payroll system, as my old account has been closed?",Employee Services,Medium
PR-0941,"My leave of absence request for a medical situation has not been approved yet, and my semester fee deadline, which depends on this approval, is by Friday. Awaiting your response.",Other,High
PR-0942,"The portal loads a little slowly on mobile sometimes; just wanted to mention it, not urgent. Kindly advise.",Portal Technical Issue,Low
PR-0943,"Hi, i accidentally generated a combined fee voucher for two subjects; could this be split into separate vouchers? Awaiting your response.",Fee & Challan,Medium
PR-0944,"Kindly note: The main student database appears to be corrupted, and records for an entire batch of 282 students are showing blank or missing fields across every module. Please look into this.",Portal Technical Issue,Critical
PR-0945,"Hi, i would like to know how to request a change of campus from Khanpur Campus to another campus. Please look into this.",Other,Medium
PR-0946,"Kindly note: My login access to a system I need for essential work was suddenly revoked, and I have a task depending on it due by tomorrow morning. Awaiting your response.",Account & Login,High
PR-0947,The thesis submission deadline is by tomorrow morning at midnight and the upload button has been completely non-functional for our entire batch since this afternoon.,Thesis,Critical
PR-0948,"Hi, is there a student club focused on debate that I could join? Please look into this.",Other,Low
PR-0949,Kindly note: I have a supply in Calculus but the Course Repeat option does not show this subject; could it be enabled? Please look into this.,Course Registration,Medium
PR-0950,I need my final transcript urgently as I am applying for a Master's program abroad and the application portal closes within 24 hours.,Transcript,High
PR-0951,"HEC verification of my scholarship documents is still pending after about a week, and my semester fee due date is within 24 hours. Regards.",Scholarship,High
PR-0952,There is a spelling mistake in my name on my student portal record; my correct name is Danish Ali. Could this be corrected?,Name Correction,Medium
PR-0953,"Respected Sir/Madam, i paid my urgent degree processing fee of Rs. 5,000 but the transaction has completely vanished from both my bank statement and the portal, and my visa appointment is in two days. Kindly help.",Fee & Challan,Critical
PR-0954,"Sir, how many credit hours can I generally register for in a normal semester? Awaiting your response.",Course Registration,Low
PR-0955,"I keep getting logged out mid-way while submitting a required form, and I've now failed to submit it three times with the deadline being within 24 hours. Thank you.",Account & Login,High
PR-0956,"Hi, despite paying all dues on time, I have faced continuous delays across multiple offices regarding my final clearance, now jeopardizing my job joining date within 24 hours. Kindly advise.",Complaint,High
PR-0957,"Kindly note: My embassy visa interview is scheduled for the day after tomorrow and they require my original degree as mandatory proof, which has still not been issued.",Degree,Critical
PR-0958,"Our entire class's clearance requests have been frozen due to a system error, blocking all 172 of us from collecting our degrees before this week's convocation. Please look into this.",Clearance,Critical
PR-0959,"Respected Sir/Madam, the elevator serving the examination hall has broken down, creating serious difficulty for students with mobility issues ahead of by tomorrow morning's exam.",Infrastructure / Maintenance,High
