question,answer,status
What should faculty do if they cannot find classes on their Turnitin account?,"If you cannot find any classes or assignments on your Turnitin Instructor Account, this may happen due to account inactivity or a security lock. You should email librarian@iub.edu.bd to request reactivation of your account.",BEST_ANSWER_SELECTED
How can faculty members contribute to IUB's global ranking improvement?,"Faculty can contribute by focusing on high-quality research, publications, and teaching. The Quality Enhancement Cell (QEC) organizes training sessions on strategies to elevate IUB's global ranking.",BEST_ANSWER_SELECTED
What is the Research Integrity policy at IUB?,"IUB has a Research Integrity policy that requires faculty, staff, and students to adhere to the highest standards of ethics and integrity in research. Research misconduct is defined as fabrication, falsification, plagiarism, or other wrongdoing in proposing, designing, performing, recording, supervising, or reviewing research.",BEST_ANSWER_SELECTED
What training opportunities does IUB offer for faculty development?,"IUB provides various training opportunities through the Quality Enhancement Cell (QEC), including workshops on Outcome-Based Education (OBE) and strategies to improve global ranking. The university also partners with institutions like Meezan Bank for specialized training programs in Islamic finance.",BEST_ANSWER_SELECTED
How can faculty members apply for the Faculty Development Grant?,"IUB has partnered with Meezan Bank to provide a Faculty Development Grant aimed at promoting academic excellence and knowledge-sharing in Islamic and conventional banking. For details on the application process and eligibility, contact the Office of Research, Innovation and Commercialization (ORIC) or your department head.",BEST_ANSWER_SELECTED
How can faculty members report a grievance at IUB?,"IUB has established a General Complaint Redressal Committee (GCRC) to handle grievances from both students and faculty. You can submit your complaint electronically through the MyIUB platform or via a dedicated email address. All complaints must include your signature, name, designation, and contact information.",BEST_ANSWER_SELECTED
Does IUB accept anonymous complaints from faculty?,"No, the GCRC does not entertain anonymous complaints. All grievances must include the complainant's signature and specific identification details such as name, CNIC/IUB card number, and contact information to maintain transparency and accountability.",BEST_ANSWER_SELECTED
What is the procedure for faculty promotion at IUB?,"The university follows specific criteria for promotions. The process typically involves an evaluation of research publications, teaching, and administrative service. Faculty are reviewed by an academic committee after submitting a dossier for the next rank. Contact the Admin Section for specific promotion criteria.",BEST_ANSWER_SELECTED
How can faculty members get training on using AI in teaching?,"IUB supports faculty development in this area. For instance, an IUB Assistant Professor recently completed a Master Training Program on 'Reimagine Teaching with Artificial Intelligence' and is now certified to train other university teachers. You can contact the Quality Enhancement Cell (QEC) or your department head to learn about upcoming training sessions.",BEST_ANSWER_SELECTED
Where can faculty find the official Research Data Management Policy at IUB?,"The official Research Data Management Policy is available on the IUB website. The policy ensures valuable data is preserved, provides a basis for handling research misconduct allegations, assists in protecting intellectual property, and assures auditors of robust academic supervision.",BEST_ANSWER_SELECTED
How can faculty report plagiarism at IUB?,"You can report plagiarism concerns to the Directorate of IT at IUB via email at ddit@iub.edu.pk or plagiarism@iub.edu.pk. IUB follows the HEC Plagiarism Policy, which outlines investigation procedures and proportional punitive actions for offenses.",BEST_ANSWER_SELECTED
What is the role of the Quality Enhancement Cell (QEC) in faculty development?,"The Quality Enhancement Cell (QEC) at IUB organizes training sessions for faculty and administrative staff on various topics, including Outcome-Based Education and strategies to improve the university's global ranking. Contact the QEC for specific information on upcoming programs.",BEST_ANSWER_SELECTED
How can faculty members access the MyIUB faculty portal?,"Faculty members log in to MyIUB using their faculty credentials. Once logged in, they can manage courses, view student enrollment, and access other academic tools. For access issues, contact the IUB IT Help Desk.",BEST_ANSWER_SELECTED
What is the General Complaint Redressal Committee (GCRC)?,"The GCRC is a committee established to transform grievance resolution for students and faculty. It receives and addresses complaints, ensures expeditious handling of issues per university regulations, and has developed Terms of Reference (TORs) to clarify its mandate and scope.",BEST_ANSWER_SELECTED
How can faculty members get a No Objection Certificate (NOC) for research?,"A No Objection Certificate (NOC) can be obtained from the Registrar's Office. You will need to submit a written application stating the purpose of the NOC. The office will process it after verifying your record.",BEST_ANSWER_SELECTED
What is the Board of Advanced Studies and Research (BASR)?,"The Board of Advanced Studies and Research (BASR) advises university authorities on matters related to advanced studies, research, and publications. It recommends regulations for research degrees, appoints supervisors for postgraduate students, and recommends examiners for research evaluations.",BEST_ANSWER_SELECTED
How can faculty members apply for postdoctoral fellowships?,"Applications for postdoctoral fellowships are processed and reviewed by the Research Supervisor. Shortlisted candidates are interviewed by a committee headed by the Principal Investigator (PI), the Registrar or his nominee, and one Subject Expert. Contact ORIC for specific application procedures.",BEST_ANSWER_SELECTED
What is the duration of a Postdoctoral Research Fellowship at IUB?,"The duration depends on the research project funding. The minimum period is 9 months, and the maximum duration is 30 months. This duration shall not exceed 30 months in any case whatsoever.",BEST_ANSWER_SELECTED
What is the role of ORIC at IUB?,"The Office of Research, Innovation and Commercialization (ORIC) supports research by helping mobilize resources from funding bodies, establishing institutional collaborations, and protecting intellectual property. Prof. Dr. Muhammad Atif is the Director of ORIC.",BEST_ANSWER_SELECTED
How can faculty members access the IUB research journals?,"ORIC manages 23 HEC-recognized journals for IUB. Faculty can access these journals through the IUB library's digital resources. Contact the library or ORIC for specific inquiries.",BEST_ANSWER_SELECTED
What is the Selection Board at IUB?,"The Selection Board is responsible for recommending candidates for teaching and other posts at IUB. It is chaired by the Vice Chancellor and includes the Chairman or member of the Public Service Commission, the Dean of the Faculty, the Chairman of the teaching department, and Syndicate members.",BEST_ANSWER_SELECTED
What is the quorum for a Selection Board meeting?,"The quorum for the Selection Board is four members for selecting a Professor or Associate Professor. For selecting other teachers and officers, the quorum is three members.",BEST_ANSWER_SELECTED
How are houses allotted to faculty and staff at IUB?,"House allotment is done through an online system at my.iub.edu.pk under 'My Apps + House Allotment'. Applicants must obtain a fresh Service Certificate from the Registrar's office and upload a clear copy with their online application. Previously submitted applications are not entertained.",BEST_ANSWER_SELECTED
What is the role of the Syndicate at IUB?,"The Syndicate is the executive body of the university, chaired by the Vice Chancellor. Its members include judges, MPAs, government secretaries, deans, and faculty representatives. The Registrar serves as Secretary of the Syndicate.",BEST_ANSWER_SELECTED
How can faculty members apply for research leave at IUB?,"Faculty can apply for research leave by submitting a formal application through their department head to the Registrar's Office. The application should include the research plan and duration of leave. Contact the Admin Section for specific procedures.",BEST_ANSWER_SELECTED
What is the Academic Council at IUB?,"The Academic Council is the principal academic body of IUB, chaired by the Vice Chancellor. Its members include Deans, Directors of Institutes, Professors, Chairmen of Teaching Departments, and elected representatives from faculty. The quorum is one third of the total members.",BEST_ANSWER_SELECTED
What is the Research Integrity policy at IUB?,"IUB has a Research Integrity policy that requires faculty, staff, and students to adhere to the highest standards of ethics and integrity in research. Fabrication, falsification, and plagiarism are defined as research misconduct and are grounds for disciplinary action. The policy is available on the IUB website.",BEST_ANSWER_SELECTED
What constitutes research misconduct at IUB?,"Research misconduct at IUB is defined as fabrication, falsification, plagiarism, or other wrongdoing in proposing, designing, performing, recording, supervising, or reviewing research, or in reporting research results. Such misconduct is unacceptable and is grounds for disciplinary action.",BEST_ANSWER_SELECTED
What is the Research Data Management Policy at IUB?,"The Research Data Management Policy at IUB ensures that valuable research data are not lost. It provides a basis to answer allegations of research misconduct, assists in the protection of intellectual property, and assures auditors and industry that robust academic supervision is in place.",BEST_ANSWER_SELECTED
How can I report plagiarism at IUB?,"You can report plagiarism concerns to the Directorate of IT at IUB via email at ddit@iub.edu.pk or plagiarism@iub.edu.pk. IUB follows the HEC Plagiarism Policy, which outlines investigation procedures and proportional punitive actions for offenses.",BEST_ANSWER_SELECTED
What is the procedure for submitting a research proposal at IUB?,"Research proposals are submitted through the Office of Research, Innovation and Commercialization (ORIC). ORIC supports research by helping mobilize resources from funding bodies and establishing institutional collaborations. Contact ORIC for specific proposal submission guidelines.",BEST_ANSWER_SELECTED
How can I find a research supervisor at IUB?,"Students can find research supervisors by identifying faculty members working in their area of interest. They can approach them via email or during their office hours. The department can also provide guidance on available supervisors.",BEST_ANSWER_SELECTED
How can undergraduate students apply for research funding at IUB?,"Undergraduate research funding opportunities are typically announced by the relevant department or ORIC. Students should contact their department head or ORIC for information on available funding opportunities.",BEST_ANSWER_SELECTED
What is the process for thesis submission at IUB?,"The thesis submission procedure is detailed by the department and the postgraduate studies office. It typically involves a submission form, an originality report (plagiarism check), and final approval from the supervisor. Contact the department head for specific guidelines.",BEST_ANSWER_SELECTED
What is the ORIC at IUB?,"The Office of Research, Innovation and Commercialization (ORIC) supports research by helping mobilize resources from funding bodies, establishing institutional collaborations, and protecting intellectual property. Prof. Dr. Muhammad Atif serves as the Director of ORIC.",BEST_ANSWER_SELECTED
What research ethics guidelines does IUB follow?,"IUB follows the research ethics guidelines outlined by the Higher Education Commission (HEC). The university has a Research Integrity policy that mandates adherence to the highest standards of ethics and integrity. Fabrication, falsification, and plagiarism are considered research misconduct.",BEST_ANSWER_SELECTED
How can I access research journals at IUB?,"Students can access research journals through the IUB digital library or the Sir Sadiq Muhammad Khan Library. The library provides access to online journals, e-books, and academic databases using student credentials.",BEST_ANSWER_SELECTED
How many HEC-recognized research journals does IUB publish?,"IUB publishes 23 HEC-accredited research journals, which contributed to the university securing the 2nd position nationwide in HEC Accredited Journals for 2025. These journals are managed under the administrative domain of ORIC.",BEST_ANSWER_SELECTED
What is the plagiarism policy for submitting research papers to IUB journals?,"IUB journals follow strict ethical guidelines with zero tolerance for plagiarism. A submitted manuscript with a similarity index of more than 20% may be rejected or returned for conditional acceptance, in line with HEC and international publishing standards.",BEST_ANSWER_SELECTED
Does IUB charge a fee for publishing research articles in its journals?,"No, IUB's South Asian Review of Business and Administrative Studies (SABAS) does not charge any fee for the submission or publication of articles, to maintain academic independence.",BEST_ANSWER_SELECTED
What is the duration of the Postdoctoral Research Fellowship at IUB?,"The duration depends on the research project funding. The minimum period is 9 months, and the maximum duration is 30 months. This duration shall not exceed 30 months in any case whatsoever.",BEST_ANSWER_SELECTED
What are the eligibility criteria for the Postdoctoral Research Fellowship at IUB?,"Candidates must hold a PhD degree from an HEC-recognized university and submit a written research proposal outlining how they intend to satisfy at least two of the specified outcomes, such as producing publications or creating funded research linkages.",BEST_ANSWER_SELECTED
Can a Postdoctoral Fellow teach courses at IUB?,"Yes, during their stay at IUB, the Postdoctoral Fellow will also teach at least two courses in the department as workload. The contract is terminable with one month's notice from either side.",BEST_ANSWER_SELECTED
What is the Iqbal Studies Postdoctoral Research Program at IUB?,"The Iqbal Studies Postdoctoral Research Program (IPRP) is a specialized program to produce international-level postdoctoral research on the life, works, and intellectual legacy of Dr. Allama Muhammad Iqbal. The program aims to promote interdisciplinary research on Iqbal's philosophical, literary, and political contributions.",BEST_ANSWER_SELECTED
What are the expected outcomes of the Iqbal Studies Postdoctoral Research Program?,"Scholars are expected to satisfy at least 2 of 4 deliverables, including production of books/manuscripts for publication, production of peer-reviewed research papers (minimum one), creation of funded research linkages and collaborations, and creation and introduction of new internationally reputed programs and courses.",BEST_ANSWER_SELECTED
What is the ORIC Journal Subscription Model at IUB?,"ORIC IUB launched the IUB Research Journal Subscription Model to strengthen the university's research infrastructure and national visibility. It is designed to support not only the university but also its affiliated colleges by providing access to research journals.",BEST_ANSWER_SELECTED
What training has IUB provided to its journal editors for improving research quality and visibility?,"ORIC IUB organized a one-day training activity in collaboration with the Pakistan Scientific and Technological Centre in Islamabad, focused on the 'Development of National Digital Archive of Research Published in Pakistani Journals' and 'Indexation of Journals in Scopus' to improve the quality and international visibility of research published in Pakistani journals.",BEST_ANSWER_SELECTED
How can I check the status of my thesis submission at IUB?,"Students can check the status of their thesis submission by contacting their supervisor or the postgraduate studies office. Updates are typically provided through the department or student portal.",BEST_ANSWER_SELECTED
What is the Board of Advanced Studies and Research (BASR) responsible for?,"The Board of Advanced Studies and Research advises on matters related to the promotion of advanced studies and research, recommends regulations for research degrees, appoints supervisors for postgraduate research students, and recommends panels of examiners for evaluation of research examinations.",BEST_ANSWER_SELECTED
Who appoints Supervisors for research students at IUB?,"The Advanced Studies and Research Board is responsible for appointing Supervisors for research studies and determining the subjects of their thesis.",BEST_ANSWER_SELECTED
What is the purpose of the Research Data Management Policy at IUB?,"The Research Data Management Policy ensures that valuable data are not lost, provides a basis to answer allegations of research misconduct or questions about results, assists in the protection of intellectual property, and assures auditors that robust academic supervision is in place.",BEST_ANSWER_SELECTED
Can I apply for a Postdoctoral Fellowship if I have already availed one elsewhere?,"No, candidates who have already availed a Postdoctoral Fellowship, whether sponsored by HEC or any other organization or university, are not eligible unless a specific exemption is provided. An affidavit is required to confirm this.",BEST_ANSWER_SELECTED
What is the process for approving Postdoctoral Fellowship applications at IUB?,"Applications are processed and reviewed by the Research Supervisor and shortlisted candidates are interviewed by a committee headed by the Principal Investigator (PI), the Registrar or his nominee, and one Subject Expert.",BEST_ANSWER_SELECTED
What is the significance of the 'National Digital Archive of Research Published in Pakistani Journals' project for IUB researchers?,"The project aims to create a national digital archive and improve the visibility and indexing of Pakistani research in international databases like Scopus. ORIC IUB organized a one-day training activity in collaboration with the Pakistan Scientific and Technological Centre on this project.",BEST_ANSWER_SELECTED
How can I report a research misconduct concern at IUB?,"If you have a research misconduct concern, you should report it to the ORIC office or the Directorate of IT. IUB follows HEC guidelines for investigating research misconduct allegations. All reports are handled confidentially.",BEST_ANSWER_SELECTED
What is the Center of Islamic Finance at IUB?,"The Center of Islamic Finance (CIF) was inaugurated by Vice Chancellor Prof. Dr. Muhammad Kamran and established in collaboration with the Department of Islamic and Conventional Banking and Meezan Bank Limited. It serves as a hub for education, research, and industry engagement in Islamic financial disciplines.",BEST_ANSWER_SELECTED
What is the IUB Anti-Plagiarism Committee Vision 2?,"The reconstitution of the University Anti-Plagiarism Standing Committee and the adoption of the Anti-Plagiarism Committee Vision 2 were approved during the 56th meeting of the Academic Council to strengthen the university's stance against plagiarism.",BEST_ANSWER_SELECTED
How can I get my thesis evaluated at IUB?,"Thesis evaluation is handled by the postgraduate studies office and the department. The procedure is detailed in the thesis submission guidelines. Contact your supervisor or the postgraduate studies office for specific evaluation procedures.",BEST_ANSWER_SELECTED
What is the process for a thesis defense at IUB?,"The thesis defense process is outlined by the department. It typically involves a presentation and oral examination by a panel. Contact your department for specific thesis defense requirements.",BEST_ANSWER_SELECTED
What research support services does IUB provide to students and faculty?,"IUB provides research support through the Office of Research, Innovation and Commercialization (ORIC), which helps mobilize research funding, supports research collaborations, and protects intellectual property. The library also provides research databases and journal access.",BEST_ANSWER_SELECTED
What is the role of the Quality Enhancement Cell (QEC) in research?,"The Quality Enhancement Cell (QEC) is responsible for upholding quality assurance standards at IUB and implementing Higher Education Commission (HEC) policies. It ensures academic programs meet benchmarks and supports research quality enhancement.",BEST_ANSWER_SELECTED
How can I get involved in a research project at IUB?,"Students can get involved in research by contacting their department head or a faculty member whose research interests them. Many departments offer research opportunities and final-year projects. Discuss your interest with your professors.",BEST_ANSWER_SELECTED
Can a Postdoctoral Fellow change their supervisor at IUB?,"No, the scholar shall not change the specified course of research/studies or supervisor nor register themselves for any other course or program without prior approval of IUB.",BEST_ANSWER_SELECTED
What is the minimum duration of a Postdoctoral Research Fellowship at IUB?,"The minimum period for a Postdoctoral Research Fellowship at IUB is 09 months.",BEST_ANSWER_SELECTED
What is the maximum duration of a Postdoctoral Research Fellowship at IUB?,"The maximum duration for the award is 30 months, and this duration shall not exceed 30 months in any case whatsoever.",BEST_ANSWER_SELECTED
What are the benefits of the Postdoctoral Research Fellowship at IUB?,"The Postdoctoral Fellowship is a fully funded program. The scholar is treated as a non-faculty research appointment and draws salary and benefits accordingly, as specified in the research project.",BEST_ANSWER_SELECTED
How can I access the IUB research journal subscription model?,"The IUB Research Journal Subscription Model is available through ORIC. It supports the university and its affiliated colleges by providing access to research journals. Contact ORIC for specific subscription details.",BEST_ANSWER_SELECTED
What is the Department of Iqbal Studies research focus at IUB?,"The Department of Iqbal Studies offers BS, MPhil, and PhD programs in Iqbal Studies. The department also encourages research through its annual research journal 'PAYAM' which is HEC Y-category approved, and through Bazm-e-Iqbal, a student society that organizes literary programs.",BEST_ANSWER_SELECTED
What is the 'Valorize' business model presented by ORIC at IUB?,"Director ORIC Prof. Muhammad Atif presented the copyrighted business model 'Valorize,' which is based on a knowledge-based economy approach aimed at transforming academic research into economic value. The model has the potential to generate an estimated financial impact of around PKR 7.5 million annually.",BEST_ANSWER_SELECTED
Has IUB achieved recognition in ORIC rankings?,"IUB secured the prestigious HEC 'X Category' in the ORIC ranking, and the Vice Chancellor appreciated the contributions of Director ORIC Prof. Muhammad Atif.",BEST_ANSWER_SELECTED
What is the IUB Ethics Review Committee responsible for?,"IUB has established an Ethics Review Committee to ensure research involving human subjects meets ethical standards. The committee reviews research proposals to protect participant rights and welfare. Contact ORIC for specific ethics review procedures.",BEST_ANSWER_SELECTED
How can I apply for a research grant through ORIC?,"Faculty members can apply for research funding through ORIC, which helps mobilize resources from national and international funding bodies. They should contact ORIC for information on current funding opportunities, eligibility criteria, and application procedures.",BEST_ANSWER_SELECTED
What is the Open Journal System (OJS) at IUB?,"ORIC has strengthened the university's research infrastructure by launching the Open Journal System (OJS), which is an online platform for managing and publishing research journals. The OJS improves journal management and increases national visibility.",BEST_ANSWER_SELECTED
What are the responsibilities of a Postdoctoral Fellow at IUB?,"During their stay at IUB, the Postdoctoral Fellow will teach at least two courses in the department as part of their workload. They must also satisfy at least 2 of 5 defined outcomes, including producing publications or creating funded research linkages.",BEST_ANSWER_SELECTED
What is the Quorum for a meeting of the Advanced Studies and Research Board?,"The quorum for a meeting of the Advanced Studies and Research Board is one-half of the total number of members, with a fraction being counted as one.",BEST_ANSWER_SELECTED
What is the General Complaint Redressal Committee (GCRC) at IUB?,"The GCRC is a committee established to transform grievance resolution for students and faculty. It receives and addresses complaints and concerns, ensuring expeditious handling of issues in strict accordance with university regulations. It is guided by Prof. Dr. Saeed Ahmad Buzdar, Incharge Faculty of Physical and Mathematical Sciences.",BEST_ANSWER_SELECTED
How can I submit a complaint to the GCRC at IUB?,"You can submit your complaint through a user-friendly complaint redressal portal integrated within the MyIUB platform using your login credentials. A dedicated email address has also been established for this purpose. Alternatively, you may submit a hard copy.",BEST_ANSWER_SELECTED
Does the IUB GCRC accept anonymous complaints?,"No, the GCRC has a unanimous policy not to entertain anonymous complaints. All grievances must bear the complainant's signature and include specific details such as name, designation, CNIC/IUB card number (for employees), or student roll number and program, along with contact information.",BEST_ANSWER_SELECTED
What information must I include when submitting a complaint to the GCRC?,"For employees, the complaint must include name, designation, CNIC No./IUB card; for students, it must include name, Roll No., Program, Session, Department, Campus details, and IUB card/CNIC, along with contact information.",BEST_ANSWER_SELECTED
Where can I find information about the GCRC members and contact details?,"The GCRC has made its constitution, membership details, and contact information available on the university's official website. Information is also disseminated through official communications, faculty meetings, student orientation programs, and notice boards.",BEST_ANSWER_SELECTED
What is the policy on anonymous complaints at IUB's GCRC?,"The GCRC has a unanimous policy not to entertain anonymous complaints. This decision was made to maintain transparency and accountability. All grievances, whether submitted via the portal, email, or hard copy, must bear the complainant's signature and include details such as name, CNIC/IUB card number, and contact information.",BEST_ANSWER_SELECTED
How can I submit a grievance to the GCRC electronically?,"A user-friendly complaint redressal portal has been integrated within the MyIUB platform. Students and faculty can submit grievances electronically using their MyIUB login credentials. A dedicated email address has also been established for efficient communication.",BEST_ANSWER_SELECTED
Can I submit a complaint via email to the GCRC?,"Yes, a dedicated email address has been established for the GCRC to facilitate efficient communication between the committee and the university community. All complaints must follow the non-anonymity policy and include your identification details.",BEST_ANSWER_SELECTED
Can I submit a hard copy complaint to the GCRC?,"Yes, the GCRC accepts complaints via all three methods: the online portal, a dedicated email address, and hard copy submissions. All complaints must include the complainant's signature and identification details.",BEST_ANSWER_SELECTED
What are the Terms of Reference (TORs) for the GCRC?,"The GCRC has been tasked with developing comprehensive Terms of Reference (TORs) that will provide a detailed elucidation of the mandate and scope of the committee. The TORs will encompass the design of both online and offline complaint and appeal forms to ensure clarity and precision in addressing issues.",BEST_ANSWER_SELECTED
How does the GCRC raise awareness about its functions?,"The GCRC disseminates information through official communications, faculty-level meetings, student orientation programs, the university's official website, and prominently displayed notice boards. This ensures the university community is well-informed about the committee's mandate, procedures, and contact details.",BEST_ANSWER_SELECTED
Are complaints submitted to the GCRC handled within a specific timeframe?,"Yes, the overarching goal of GCRC is to ensure the expeditious handling of issues in strict accordance with university regulations and within stipulated timeframes.",BEST_ANSWER_SELECTED
Who provides expert guidance to the IUB GCRC?,"The GCRC operates under the expert guidance of Prof. Dr. Saeed Ahmad Buzdar, who serves as the Incharge of the Faculty of Physical and Mathematical Sciences at IUB.",BEST_ANSWER_SELECTED
How will the GCRC ensure transparency and accessibility for the IUB community?,"The GCRC has committed to making its constitution, membership details, and contact information available on the university's official website and social media platforms. A complaint redressal portal is also being integrated within the MyIUB platform.",BEST_ANSWER_SELECTED
Can a student submit a complaint on behalf of another student?,"The GCRC policy requires complaints to include the signature and identification details of the complainant. A student may submit a complaint on behalf of another student, but they should include their own identification details and the details of the student they are representing. All complaints are subject to the GCRC's non-anonymity policy.",BEST_ANSWER_SELECTED
Are complaints submitted to the GCRC handled confidentially?,"The GCRC operates under university regulations to ensure the proper handling of sensitive information. While the committee requires personal identification for transparency, it is expected to handle complaints with the necessary discretion to protect the privacy of those involved.",BEST_ANSWER_SELECTED
Is there an appeal process for GCRC decisions?,"The GCRC is developing Terms of Reference (TORs) that will design both online and offline appeal forms, establishing a clear and precise appeal process for decisions.",BEST_ANSWER_SELECTED
What is IUB's zero-tolerance policy on harassment?,"IUB has a strict zero-tolerance policy on any kind of harassment. A Center for Anti-Harassment and Discrimination has been established at the university to address such matters. The Anti-Harassment Committee investigates complaints, and the Vice Chancellor has directed deans to submit reports promptly for thorough investigation.",BEST_ANSWER_SELECTED
How can I report a harassment complaint at IUB?,"Students can report harassment complaints by contacting the Anti-Harassment Committee or the Center for Anti-Harassment and Discrimination. The phone numbers are clearly displayed at prominent places in all campuses, and all information is available on the university website. Awareness seminars are also organized regarding the anti-harassment policy and complaint procedure.",BEST_ANSWER_SELECTED
What is the IUB Anti-Harassment Center and who heads it?,"The IUB Anti-Harassment and Discrimination Center is a dedicated facility established to handle harassment complaints. It is headed by a senior female teacher of the university. The center operates under the university's zero-tolerance policy on harassment and follows HEC guidelines for investigating complaints.",BEST_ANSWER_SELECTED
How is the anti-harassment policy implemented across different IUB campuses?,"The anti-harassment policy is implemented uniformly across all IUB campuses. A general notice for 'Strict Observance, Enforcement, Binding & For Compliance / Implementation of Anti-Harassment Act & Policy at IUB' was issued. The phone numbers of the anti-harassment committee are displayed at prominent places on all campuses.",BEST_ANSWER_SELECTED
What should I do if I have been harassed by someone on campus?,"IUB has a strict anti-harassment policy. You should immediately report the incident to the Anti-Harassment Committee or the Directorate of Students Affairs. Your complaint will be handled confidentially. You can also contact the Center for Anti-Harassment and Discrimination for support.",BEST_ANSWER_SELECTED
Where can I file a discrimination complaint at IUB?,"You can file a discrimination complaint with the Anti-Harassment Committee or the relevant administrative authority. The process is confidential. Visit the official IUB website for the grievance procedure or contact the Center for Anti-Harassment and Discrimination.",BEST_ANSWER_SELECTED
How do I register a student complaint at IUB?,"You can register a complaint by filling out a form at the Directorate of Students Affairs or by sending a formal email to the designated office. Some complaints can also be filed through the student portal. The GCRC also handles complaints through the MyIUB platform.",BEST_ANSWER_SELECTED
What is the procedure for submitting a complaint about a faculty member?,"Complaints about faculty members can be submitted through the GCRC. You must provide your identification details as anonymous complaints are not accepted. The GCRC will investigate the matter according to university regulations.",BEST_ANSWER_SELECTED
What is the procedure for submitting a complaint about administrative staff?,"Complaints about administrative staff can be submitted through the GCRC or the relevant administrative office. Provide a clear description of your complaint and your identification details. The complaint will be investigated and appropriate action will be taken.",BEST_ANSWER_SELECTED
Can I file a complaint about academic issues at IUB?,"Yes, academic complaints can be filed through the GCRC or by contacting the relevant department or the Directorate of Academics. Provide supporting documentation for your complaint. The GCRC ensures expeditious handling of academic grievances.",BEST_ANSWER_SELECTED
How can I file a complaint about examination issues at IUB?,"Examination-related complaints should be directed to the Examination Division or the GCRC. You must provide your roll number, course details, and a clear description of the issue. The complaint will be investigated according to university regulations.",BEST_ANSWER_SELECTED
What is the role of the Directorate of Students Affairs in handling complaints?,"The Directorate of Students Affairs (DSA) handles student-related complaints including hostel issues, disciplinary matters, and general student concerns. The DSA works in coordination with the GCRC to resolve student grievances.",BEST_ANSWER_SELECTED
How can I file a complaint about hostel facilities at IUB?,"Hostel complaints can be filed with the hostel warden or the Directorate of Students Affairs. Provide a clear description of the issue. For maintenance issues, contact the hostel maintenance office directly. Complaints can also be submitted through the GCRC.",BEST_ANSWER_SELECTED
What is the policy on ragging at IUB?,"A strict fool-proof policy to ban ragging in hostels has been implemented since 2022. Any resident found indulged in ragging is removed from the hostel. Ragging and fooling of new entrants has been almost completely eradicated from hostels. A standard dispute resolution system has been developed to address student disputes.",BEST_ANSWER_SELECTED
How can I report a security concern at IUB?,"If you have a security concern, report it immediately to the hostel warden or the university security office. You can also register a formal complaint with the Directorate of Students Affairs. Security staff provides day and night services at all campuses.",BEST_ANSWER_SELECTED
What is the procedure for filing a complaint about grading at IUB?,"If you believe there has been a grading error, first discuss it with your course instructor. If unresolved, you can follow the official grade appeal process through the Examination Division or submit a complaint to the GCRC.",BEST_ANSWER_SELECTED
How can I file a complaint about financial matters at IUB?,"Financial complaints should be directed to the Treasurer's Office or the GCRC. Provide your student ID, details of the financial issue, and supporting documentation. The complaint will be investigated and appropriate action will be taken.",BEST_ANSWER_SELECTED
Can I file a complaint about the student portal at IUB?,"Technical complaints about the student portal should be directed to the IUB IT Help Desk. For administrative issues related to the portal, you can submit a complaint through the GCRC or the Registrar's Office.",BEST_ANSWER_SELECTED
How can I file a complaint about transport services at IUB?,"Complaints about transport services can be filed with the transport office or the GCRC. Provide details of the route, bus number, and description of the issue. The transport office will investigate and take appropriate action.",BEST_ANSWER_SELECTED
What is the procedure for filing a complaint about library services at IUB?,"Library complaints can be filed with the library administration or the GCRC. Provide details of the issue. The library staff will investigate and resolve the matter according to library policies.",BEST_ANSWER_SELECTED
How can I file a complaint about a course instructor at IUB?,"Complaints about course instructors can be submitted to the department head or the GCRC. Provide a clear description of the issue and supporting documentation. The complaint will be investigated according to university regulations.",BEST_ANSWER_SELECTED
What is the role of the GCRC in handling student complaints?,"The GCRC receives and addresses complaints from students, ensuring expeditious handling of issues in accordance with university regulations. The committee is guided by Prof. Dr. Saeed Ahmad Buzdar and works to transform grievance resolution at IUB.",BEST_ANSWER_SELECTED
Can I appeal a GCRC decision?,"The GCRC is developing comprehensive Terms of Reference (TORs) that will design both online and offline appeal forms. Once finalized, there will be a clear and precise appeal process for GCRC decisions.",BEST_ANSWER_SELECTED
How can I check the status of my complaint at IUB?,"You can check the status of your complaint by contacting the GCRC or the office where you submitted the complaint. Provide your complaint reference number for faster assistance. Updates are also provided through the MyIUB portal.",BEST_ANSWER_SELECTED
What is the policy on confidentiality of complaints at IUB?,"The GCRC and other university offices handle complaints with confidentiality. While personal identification is required for transparency, the committee ensures the proper handling of sensitive information to protect the privacy of those involved.",BEST_ANSWER_SELECTED
How can I file a complaint about unfair treatment at IUB?,"Complaints about unfair treatment can be filed through the GCRC. Provide a clear description of the incident, including dates, times, and individuals involved. The committee will investigate and take appropriate action.",BEST_ANSWER_SELECTED
How can I connect to the campus Wi-Fi at IUB?,"IUB provides Wi-Fi for students across the campus. You need to register your device and use your student portal credentials to log in. Select the campus Wi-Fi network from your device's network settings and enter your student ID and password when prompted. IT support can help you with connection issues.",BEST_ANSWER_SELECTED
What should I do if I can't connect to the IUB Wi-Fi?,"First, ensure you are within the Wi-Fi coverage area and that you are entering your correct student ID and password. If you still cannot connect, restart your device. For persistent issues, contact the IT Help Desk or the Directorate of Information Technology.",BEST_ANSWER_SELECTED
What is the IUB IT Help Desk contact number?,"The IUB IT Help Desk can be contacted at 062-9255858 or 062-9255062. The IT Help Desk is the primary point of contact for all IT-related issues, including portal and LMS problems. You can also visit the IT Help Desk office on campus for in-person assistance.",BEST_ANSWER_SELECTED
